,favorites,created_at,retweets,text
4649,1,2015-12-23 22:30:00,6,Interconnectedness stay. How adapting holiday? #DigitalEconomy
4650,9,2015-12-23 19:43:20,16,"By 2020, 30% purchases made online community"
4651,5,2015-12-23 19:43:20,6,How keeping customers engaged invested #DigitalEconomy?
4652,5,2015-12-23 19:43:20,15,"When game changes, BusinessOne assures protection growth:"
4653,1,2015-12-23 03:03:20,5,Get organized five apps finances -
4654,2,2015-12-23 03:03:20,5,Four ways emotionally connect w/ customers #Digitalist
4655,6,2015-12-23 00:16:40,16,"Don't worry, robots won’t job yet. why. New #Digitalist Magazine issue"
4656,4,2015-12-23 00:16:40,9,What's Santa's secret? The answer HANA -
4657,7,2015-12-23 00:16:40,20,"2016 ""data, digital, disruption"" -"
4658,5,2015-12-22 21:30:00,12,"Could HR handle change size, functionality & scope? #FutureofWork"
4659,1,2015-12-22 21:30:00,4,One week flow = 500% biz performance jump. Q/A steven_kotler #Digitalist
4660,0,2015-12-22 21:30:00,0,KivinenV Hello Valtteri - What seems problem?
4661,2,2015-12-22 21:30:00,9,experts said #SAPRadio sports injuries & help:
4662,4,2015-12-22 18:43:20,11,How sure Santa isn't alone holiday season? #DigitalEconomy
4663,20,2015-12-22 02:03:20,20,New Cirque Show Transforms Your Phone Into The Stage w/ HANA:
4664,12,2015-12-22 02:03:20,14,The internet things play important role retailers holiday season -
4665,2,2015-12-21 23:16:40,8,How customer behaviors disrupt entire industry? #DigitalEconomy
4666,0,2015-12-21 23:16:40,0,ecommnetltd Sorry frustration. Can please provide information? Who speaking product?
4667,23,2015-12-21 20:30:00,18,#PersonalizedMedicine widespread 3 things happen-@DrDavidDelaney shares:
4668,4,2015-12-21 20:30:00,10,davidtrites Brooks Brothers tackled hot biz trend- omnichannel retail
4669,10,2015-12-21 17:43:20,16,73% shoppers visit local store product info online
4670,9,2015-12-19 07:23:20,10,2015 amazing SAP. LeukertB shares made particularly special -
4671,14,2015-12-19 04:36:40,22,BillRMcDermott believes obligation #PersonalizedMedicine
4672,9,2015-12-19 04:36:40,12,Six predictions happen 2016 -
4673,5,2015-12-19 01:50:00,4,SuccessFactors provides right recipe ARYZTA AG: #
4674,6,2015-12-19 01:50:00,3,"Greater innovation, productivity biz? #Digitalist Q/A steven_kotler"
4675,16,2015-12-18 23:03:20,34,Studies show weekends tend us feel fewer body aches & pains. Happy weekending!
4676,1,2015-12-18 23:03:20,5,How Santa deliver toys boys & girls Christmas Eve? He's telling SAPTV LIVE
4677,2,2015-12-18 23:03:20,5,These transportation disrupters might change get A B. #Digitalisthttp://
4678,7,2015-12-18 20:16:40,5,Innovation cycles every quarter HR! manufacturer benefits.
4679,8,2015-12-18 20:16:40,7,hear 5 HR trends 2015? #FutureofWork
4680,71,2015-12-18 17:30:00,106,Work-life balance challenge! CEO BillRMcDermott believes family prioritized
4681,3,2015-12-18 17:30:00,4,57% brands face pressure competitors launch digital offerings. #DigitalEconomy
4682,2,2015-12-18 06:23:20,1,The sharing economy providing consumers convenience lower price -
4683,4,2015-12-18 03:36:40,5,What sales isn't enough:
4684,3,2015-12-18 00:50:00,5,With Wipro drive better innovation & customers re-imagine processes -
4685,7,2015-12-18 00:50:00,9,"Filter digital noise. under-the radar trends, tech, thinkers. Digitalist"
4686,10,2015-12-18 00:50:00,6,ICYMI: partnered Philips Buenos Aires leading digital city Latin Americahttp://
4687,1,2015-12-17 22:03:20,6,46% shoppers browse & buy online holiday season
4688,4,2015-12-17 22:03:20,6,experts said #SAPRadio sports injuries & help:
4689,5,2015-12-17 19:16:40,4,Are ready deep organizational change? How reduced control? #DigitalEconomy
4690,10,2015-12-17 19:16:40,18,"87% think engagement, retention & culture key HR issues. #FutureofWork"
4691,9,2015-12-17 13:43:20,15,Halt 1.24M annual road deaths w/these disruptors. #Digitalist
4692,6,2015-12-17 13:43:20,15,90% customer decisions made unconsciously. Connect better w/customers. #Digitalist
4693,6,2015-12-17 05:23:20,12,4 Procurement Lessons Rudolph Red-Nosed Reindeer:
4694,5,2015-12-17 05:23:20,4,Shopping beauty products isn’t easy. ULTA_Beauty using change that:
4695,2,2015-12-17 02:36:40,3,4 ways get holiday retail season back track:
4696,1,2015-12-17 02:36:40,8,"At Harlequin, paper-based performance reviews old news. #RunSimple"
4697,4,2015-12-17 02:36:40,8,Is Digital Answer Climate Crisis?
4698,7,2015-12-16 23:50:00,6,How Brazil's River People Can Save The Amazon:
4699,10,2015-12-16 23:50:00,19,"Cirque du Soleil showcasing talent, showmanship, #SAP software:"
4700,7,2015-12-16 23:50:00,3,"By digitally transforming HPV screening, Kenyan women prevent cervical cancer:"
4701,4,2015-12-16 04:23:20,2,One decision could break automakers 2016 -
4702,4,2015-12-16 04:23:20,10,"What’s #1 reason start-ups fail? Hear TV podcast jesslivingston, Founding Partner ycombinator"
4703,8,2015-12-16 04:23:20,9,Serco found intuitive hire right people:
4704,3,2015-12-16 01:36:40,7,#SMARTer2030 study: Digital Biz makes big C02 impact. infog Digitalist #Paris2015
4705,5,2015-12-16 01:36:40,6,Empathy: The groundwork building lasting relationships
4706,9,2015-12-15 22:50:00,8,Remember email? How water cooler conversations? #FutureofWork
4707,4,2015-12-15 22:50:00,1,Physical insurance agencies aren't disappearing - they're evolving. #DigitalEconomy
4708,3,2015-12-15 22:50:00,1,"Create army brand advocates, social time: Stitchfix"
4709,7,2015-12-15 20:03:20,9,"By 2050, 75% world's population cities #"
4710,8,2015-12-15 20:03:20,14,Are taking digital transformation seriously? Make 2016 year. #DigitalEconomy
4711,10,2015-12-15 20:03:20,25,4 ways bring workplace wellness program date. #FutureOfWork
4712,5,2015-12-15 03:23:20,11,asked experts: What makes #SmartCity really smart?
4713,5,2015-12-15 03:23:20,12,5 Steps Launching successful advocacy program:
4714,1,2015-12-15 00:36:40,5,Looking grab piece #IoT pie? could answer -
4715,4,2015-12-15 00:36:40,10,Day & Zimmerman made Hershey's Kiss foil wrapping machine. innovate
4716,7,2015-12-14 21:50:00,22,Is #DigitalEconomy helping offer seamless customer device?
4717,7,2015-12-14 19:03:20,9,How fulfill employees connect digital environment? #FutureofWork
4718,12,2015-12-13 23:36:40,13,"Offices ""employee centers"" says jacobm. Connected Workplaces #Digitalist"
4719,13,2015-12-12 22:36:40,26,90% customer decisions made unconsciously. Connect better customers. #Digitalist
4720,1,2015-12-12 05:56:40,4,A robot takeover likely. Relax now. #Digitalist Magazine
4721,46,2015-12-12 03:10:00,45,What role mentorship play #FutureofWork & wants it?
4722,5,2015-12-12 00:23:20,9,Deliver digital customer wants. RebeccaMinkoff #Digitalist
4723,7,2015-12-12 00:23:20,8,"By 2021, wearables market could reach $14B, quadrupling today's worth."
4724,13,2015-12-11 21:36:40,17,40% Fortune 500 won't exist 10 years don't evolve #DigitalEconomy
4725,11,2015-12-11 21:36:40,6,44% US workers already wear fitness work. Why matter? #FutureofWork
4726,12,2015-12-11 21:36:40,40,The 10 emerging technological trends 2016:
4727,6,2015-12-11 18:50:00,8,Did data integration improve productivity 40%? #DigitalEconomy
4728,6,2015-12-11 04:56:40,2,Do genomes elite athletes potential us healthier? Hear StanfordMed’s cdbustamantehttp://
4729,51,2015-12-11 02:10:00,58,Every dollar invested workplace wellness get $3 return. #FutureofWork
4730,4,2015-12-11 02:10:00,5,Tech + fashion delivers cutting edge customer experiences. #Digitalist
4731,9,2015-12-11 02:10:00,12,"How Digital cut emissions, save natural resources? TriplePundit"
4732,2,2015-12-10 23:23:20,5,"“HANA in-memory enhancing speed decision-making”, said ruediger_spies PAC_Consultants"
4733,8,2015-12-10 23:23:20,6,prevention & treatment type 2 diabetes improving #personalizedmedicine:
4734,2,2015-12-10 23:23:20,16,59% execs failure connect main threat business. #DigitalEconomy
4735,10,2015-12-10 23:23:20,9,#BigData keeping NotreDame’s athletes safe healthyhttp://
4736,2,2015-12-10 20:36:40,2,Are connecting customers hiding them? Customer Engagement Quiz:
4737,6,2015-12-10 20:36:40,11,"Filter digital noise. under-the radar trends, tech, thinkers. Digitalist"
4738,15,2015-12-10 17:50:00,16,97% employees regard place symbol value. #FutureofWork
4739,23,2015-12-10 09:30:00,29,"You won't replaced, helped, robots. future Digitalist issue."
4740,9,2015-12-10 06:43:20,10,#Cloud Sales helps BOA Group run like classic sports car:
4741,5,2015-12-10 03:56:40,17,How #digitalization transforming banking + finance function strategic biz partner? [Read more]:
4742,1,2015-12-10 01:10:00,5,More gaudy decorations & MariahCarey: What retailers fix festive season
4743,4,2015-12-10 01:10:00,6,Discover UnderArmour athletes running simple SAPhttp://
4744,7,2015-12-10 01:10:00,9,hold effective & productive meetings? Here 4 key elements consider:
4745,3,2015-12-09 22:23:20,9,Hear New York Giants General Manager team playing ball data analyticshttp://
4746,1,2015-12-09 22:23:20,6,How #BigData children schools? GENYOUth CEO AlexisGlick explainshttp://
4747,1,2015-12-09 22:23:20,5,How The American JDC underserved communities everywhere? With successfactors.
4748,3,2015-12-09 08:30:00,15,"""Digital reality."" Does takes thrive digital world? RobertEnslin"
4749,5,2015-12-09 05:43:20,8,SAP's CBO quentinclark directing company's strategic vision. mind -
4750,5,2015-12-09 05:43:20,9,Prepare yourself—and brand—for creator economy: IRoussin
4751,10,2015-12-09 05:43:20,7,Trenitalia analyzes data 1000s sensors aboard #trains w/ SAPHANA:
4752,2,2015-12-09 02:56:40,7,Climate change becoming hot handle. #Digitalist facts SAP. #COP21
4753,3,2015-12-09 02:56:40,7,SAP's LeukertB celebrated #SAPHANA Frankfurt keynote Digital Economy. replay
4754,7,2015-12-09 02:56:40,8,Board member RobertEnslin “hot seat” today! Hear answer burning questions #SAPHANAhttp://
4755,0,2015-12-09 00:10:00,2,What’s key digital enterprise? Platform chief nstevenlucas answer: #SAPHANAhttp://
4756,3,2015-12-09 00:10:00,6,SAP’s ever-passionate nstevenlucas sang #SAPHANA's praises keynote address Frankfurt.Catch replay
4757,2,2015-12-08 21:23:20,8,What Top Three reasons customers continue choose #SAPHANA? SAP’s nstevenlucas reveals allhttp://
4758,3,2015-12-08 21:23:20,2,Complexity slowing down? It could costing 10% profits #DigitalEconomy
4759,3,2015-12-08 21:23:20,5,This snippet nifty inforgraphic celebrating #SAPHANA. full
4760,22,2015-12-08 21:23:20,27,celebrating #SAPHANA NY! Follow select broadcasts SAPTV #Periscope
4761,11,2015-12-08 21:23:20,13,3 days networking. 2 conferences. 1 location. Register #SAPPHIRENOW & #ASUG2016
4762,4,2015-12-08 18:36:40,5,21 experts #2016predictions future #finance looks like digital world
4763,6,2015-12-08 18:36:40,11,Do 4 ways redefine innovation enterprise? Do want to? #FutureofWork
4764,11,2015-12-08 15:50:00,21,"IPv6 increased IP addresses 128 bits, mean IoT? #DigitalEconomy"
4765,4,2015-12-08 04:43:20,3,SAP’s reporterjon & jacksgatorsSAP preview big event taking place tomorrow NY #SAPHANA #Periscope SAPTV
4766,10,2015-12-08 04:43:20,20,"A major milestone approaching, per nstevenlucas:“This quarter, crossing 10,000th #SAPHANA customer!”"
4767,2,2015-12-08 04:43:20,5,Hear Mercy Health’s oswaldxxl explain #SAPHANA helped hospital run operating rooms mercysaintlouis
4768,5,2015-12-08 01:56:40,10,BI & #analytics powered HANA helping grow Extreme Sailing Series:
4769,11,2015-12-08 01:56:40,13,70% consumers recommend brand simpler #DigitalEconomy
4770,5,2015-12-07 23:10:00,9,solutions SF 49ers #football stadium fan favorite:
4771,3,2015-12-07 23:10:00,15,. Fieldglass SuccessFactors integration manage contingent labor alongside permanent staffhttp://
4772,7,2015-12-07 23:10:00,8,How CFOs CIOs find common ground innovation Arnold_IH
4773,5,2015-12-07 20:23:20,15,SAP's JenniferBMorgan #S4HANA:“It allows innovate quicker discover things we’ve yet see”
4774,4,2015-12-07 20:23:20,4,grow shareholder value? Focus Sustainability. blog #Digitalist #COP21
4775,24,2015-12-07 14:50:00,37,"By 2020 data reinvent, digitize eliminate 80% processes #DigitalEconomy"
4776,16,2015-12-05 23:56:40,58,Cancer takes 1 every 4 lives. ASCO teamed change statistic
4777,14,2015-12-05 04:30:00,9,This major breakthrough discovered fight cancer. out:
4778,22,2015-12-05 01:43:20,40,Create apps phenomenon worth trillions dollars - Internet Things:
4779,8,2015-12-05 01:43:20,12,"Create Conversation, Not Presentation!"
4780,11,2015-12-05 01:43:20,11,How mentor workers half working remotely 2020? #FutureofWork
4781,7,2015-12-04 22:56:40,14,"The world doesn’t another database, says EVP nstevenlucas.""If want innovate, choose #SAPHANA”"
4782,6,2015-12-04 22:56:40,7,"In week's The Spin: #SAPHANA gets high five, scores points FCBayern & Ariba helps Santa Claushttp://"
4783,4,2015-12-04 22:56:40,2,#S4HANA helps LinkTech spend less collecting data analyzing
4784,4,2015-12-04 20:10:00,21,What 3 hardest questions users ask? SAP’s nstevenlucas reveals Qs answer: #SAPHANAhttp://
4785,4,2015-12-04 20:10:00,6,"embrace innovation mindset, activity? #FutureofWork"
4786,13,2015-12-04 17:23:20,11,How analytics easier businesses include IoT devices? #DigitalEconomy
4787,4,2015-12-04 06:16:40,11,How millennials changing finance organizations?
4788,14,2015-12-04 06:16:40,16,"FC Bayern Munich, world’s innovative soccer clubs setting standards sports businesshttp://"
4789,1,2015-12-04 03:30:00,4,How gain value #finance function digital world? [Latest Blog]
4790,11,2015-12-04 03:30:00,13,How inexpensive sensors helped startups develop IoT products? #DigitalEconomy
4791,4,2015-12-04 00:43:20,8,Total Workforce Management here! SuccessFactors/Fieldglass integration gives HR teams single view workershttp://
4792,1,2015-12-04 00:43:20,5,3 ways CFO enhance biz performance sustainability #Digitalist #COP21
4793,9,2015-12-04 00:43:20,8,"When saw Simple Finance could do, LinkTech CEO el_jacobo chose #S4HANA"
4794,5,2015-12-04 00:43:20,12,Redefining innovation starts translating ideas opportunities #FutureofWork
4795,2,2015-12-03 21:56:40,7,#SAPHANA satisfying customer’s speed. Nord_Drive shares experiences customer podcast
4796,0,2015-12-03 21:56:40,1,cursedsnails tickets looking for?
4797,1,2015-12-03 21:56:40,3,Running #SAPHANA light bulb moment GELightinghttp://
4798,23,2015-12-03 21:56:40,25,80% college students people important career potential. #FutureofWork
4799,11,2015-12-03 08:03:20,22,"""Wearables continue play huge part work"" - LeukertB how:"
4800,0,2015-12-03 05:16:40,3,".@NORD_Drive impressed speed #SAPHANA. For insights, customer podcast"
4801,7,2015-12-03 05:16:40,14,The IoT could combat global warming. More #Digitalist facts #COP21
4802,3,2015-12-03 02:30:00,8,How org operate & deliver differently change goes wild? rwang0 explain:
4803,3,2015-12-03 02:30:00,13,Don't Get Left Behind - How Finance Can Thrive Digital World - 12/8 10am EST
4804,0,2015-12-03 02:30:00,5,#SAPHANA lights GELightinghttp://
4805,2,2015-12-02 23:43:20,8,The Black Friday backlash (and tales woe):
4806,10,2015-12-02 23:43:20,6,.@HP recently split two & they're using #SAPHANA simplify organizations' IT environmentshttp://
4807,5,2015-12-02 23:43:20,12,SuccessFactors gearing prove HANA multi-tenancy scale. More Diginomica:
4808,6,2015-12-02 18:10:00,11,How connect customers they're represented company? #FutureofWork
4809,7,2015-12-02 15:23:20,20,73% CEOs think lack skilled employees obstacle growth. #DigitalEconomy
4810,12,2015-12-02 09:50:00,28,davidtrites explain Sports Basement builds around community & trust:
4811,6,2015-12-02 07:03:20,13,#SAPHANA helping BrooksBrothers #RunSimplehttp://
4812,12,2015-12-02 04:16:40,19,"#BigData key fight cancer, #NCT co-innovated Medical Research Insightshttp://"
4813,12,2015-12-02 04:16:40,25,50% large organizations internal social networks 2016. #FutureofWork
4814,3,2015-12-02 04:16:40,5,Retailers: Why bleak Black Friday could mean super Monday
4815,2,2015-12-02 01:30:00,7,#SAPHANA helps NBA #RunSimplehttp://
4816,4,2015-12-02 01:30:00,4,.@ASCO improving cancer treatment shared belief power #PersonalizedMedicine
4817,7,2015-12-02 01:30:00,13,An exercise flexibility: Cirque du Soleil creates workforce future [VIDEO]
4818,4,2015-12-01 22:43:20,11,SuccessFactors solutions working across geographies simple Sonova #
4819,2,2015-12-01 22:43:20,9,How resolve omnichannel conflicts within
4820,14,2015-12-01 22:43:20,18,software plays role global fight HIV/AIDS #WorldAIDSDay
4821,21,2015-12-01 19:56:40,45,5 reasons social collaboration part digital transformation. #FutureofWork
4822,4,2015-12-01 19:56:40,3,Board member LeukertB weighs importance #S4HANAhttp://
4823,3,2015-12-01 17:10:00,12,Is workforce ready opportunities challenges ahead? #DigitalEconomy
4824,2,2015-12-01 14:23:20,7,Is possible hire young talent without collaboration tool #FutureofWork?
4825,5,2015-12-01 11:36:40,9,.@Convergent_IS supports 200% growth #S4HANAhttp://
4826,6,2015-12-01 08:50:00,5,Jog alongside SAPBrasil President Cristina Palmaka summarizes five pillars digital transformationhttp://
4827,5,2015-12-01 06:03:20,9,"With #SAPHANA, German academics tackling cervical cancer Africahttp://"
4828,0,2015-12-01 03:16:40,3,"The catalog's stay. Flick through, scan item, buy it. #DigitalEconomy"
4829,11,2015-12-01 03:16:40,25,Lessons learned Telefonica’s 2-year cloud HCM SuccessFactors rollout 130K employees
4830,2,2015-12-01 03:16:40,9,"The #DigitalEconomy doesn't mean print, catalog shoppers spend more."
4831,2,2015-12-01 03:16:40,2,Warning mikeettling: trouble cloud providers countries adopt data sovereignty laws like Russia’shttp://
4832,5,2015-12-01 00:30:00,3,4 Things Parenting Taught Me About Customer Engagement: AmyLynHatch
4833,3,2015-12-01 00:30:00,3,"In study 69 companies, 4 don't ethnic minorities board. #FutureofWork"
4834,14,2015-12-01 00:30:00,13,SuccessFactors Employee Central enables Adama’s HR #RunSimple cloud
4835,7,2015-12-01 00:30:00,6,Thank NHL choosing #SAPHANA! #RunSimplehttp://
4836,4,2015-11-30 21:43:20,7,"For RBS, mobile banking made possible solutions SAP. #RunSimple"
4837,3,2015-11-30 21:43:20,7,.@mercysaintlouis saved nearly $13m supply costs since started exposing data #SAPHANA oswaldxxl
4838,13,2015-11-30 21:43:20,23,Tonight's dinner made smart watch. The #IoT future #DigitalFutures
4839,0,2015-11-30 10:36:40,0,"udayprince2 Hi, there. Please visit list openings various locations."
4840,7,2015-11-29 06:50:00,18,Businesses transforming 3rd-platform disruption. means IT:
4841,10,2015-11-28 00:16:40,19,#cloud-based analytics essential corporate strategies Simplify.IThttp://
4842,20,2015-11-28 00:16:40,34,teens plan improve health & wellness schools. -
4843,5,2015-11-27 18:43:20,12,Your biz focused greater environmental accountability? 81% say should. #Paris2015
4844,25,2015-11-26 23:16:40,43,TechEd Barcelona 2015
4845,6,2015-11-26 23:16:40,10,"“Companies ignore becoming digital enterprise — dismiss — die,” - nstevenlucashttp://"
4846,10,2015-11-26 23:16:40,12,Is social learning instrumental part digital strategy? Why not? #DigitalEconomy
4847,6,2015-11-26 20:30:00,10,90% data used companies. Discover lead.
4848,6,2015-11-26 20:30:00,18,81% people demand social + environmental accountability. More #Digitalist facts #Paris2015
4849,10,2015-11-26 14:56:40,14,"Women 22.9% directors, despite accounting half population. #FutureofWork"
4850,3,2015-11-26 14:56:40,9,#DigitalEconomy & print. A marriage made heaven? Seems catalog stay.
4851,6,2015-11-26 06:36:40,17,Cast vote SAP's Teen Innovator! -
4852,8,2015-11-26 03:50:00,13,blog insight defense organizations #data weapon: #artofthepossible
4853,4,2015-11-26 03:50:00,9,Is 'disruptive' always label have?
4854,2,2015-11-26 03:50:00,3,#Travel world despite busy schedule:
4855,4,2015-11-26 01:03:20,18,How S/4HANA helped Convergent IS manage 200% growth? #RunSimple
4856,7,2015-11-26 01:03:20,14,"By 2020, 3 billion people online. Isn't embrace #DigitalEconomy?"
4857,1,2015-11-25 22:16:40,2,"A digital core reinvent processes every generation, every day. more:"
4858,3,2015-11-25 22:16:40,6,How CDOs harness right combination people & tech: mikeettling Information Age
4859,19,2015-11-25 22:16:40,25,What's next #IoT? Think Ambient Intelligence. #DigitalFutures
4860,2,2015-11-25 22:16:40,7,"How offer integrated, omnichannel customers? #DigitalEconomy"
4861,8,2015-11-25 19:30:00,17,Digital could turn healthcare head. trends #Digitalist Future.
4862,10,2015-11-25 19:30:00,16,Social collaboration generates 9% revenue sales teams #FutureofWork
4863,22,2015-11-25 08:23:20,44,How #CFO transforming finance organizations? 5 strategies
4864,3,2015-11-25 05:36:40,8,"Why Delta Air Lines taking advantage SAP's ""best breed"" approach HCM software:"
4865,2,2015-11-25 05:36:40,11,Create simpler IT environment. Use #3rdPlatform capabilities engage customers
4866,0,2015-11-25 05:36:40,5,Still waiting claim go through? DEVK covered. #RunSimple
4867,11,2015-11-25 02:50:00,15,Big data won't cure ails healthcare. What will? Tech solutions #Digitalist
4868,5,2015-11-25 02:50:00,5,Tap customers’ instant reactions advertisement:
4869,1,2015-11-25 02:50:00,4,Do millennials feel inferior lack life experience? #FutureofWork
4870,4,2015-11-25 00:03:20,11,Did know? By 2020 millennials half workforce #DigitalEconomy
4871,25,2015-11-25 00:03:20,24,The 5 simple steps updating skills:
4872,6,2015-11-25 00:03:20,8,#SAP makes 49ers football stadium fan favorite:
4873,2,2015-11-24 21:16:40,20,"By 2020, 9 billion mobile phone users. Isn't embrace #DigitalEconomy?"
4874,2,2015-11-24 21:16:40,7,What collaboration millennial workforce? #FutureofWork
4875,7,2015-11-24 18:30:00,6,From trash fuel. Airlines try cut C02 emissions. More #Digitalist facts #Paris2015
4876,12,2015-11-24 15:43:20,24,What millennial employees teach work-life balance? #FutureofWork
4877,10,2015-11-24 04:36:40,16,43% IT businesses seen improved revenue social collaboration #FutureofWork
4878,4,2015-11-24 04:36:40,16,Only 30% workers feel engaged work. How boost productivity? #DigitalEconomy
4879,20,2015-11-24 01:50:00,35,Did 90% world's data generated last 2 years? #DigitalEconomy
4880,4,2015-11-24 01:50:00,9,CIOs stay relevant lead innovation digitally connected world:
4881,5,2015-11-23 23:03:20,9,Planning trip? This advice might needed: #
4882,3,2015-11-23 23:03:20,7,"Unlock value connections among people, processes, objects 4 steps: #artofthepossible"
4883,6,2015-11-22 22:03:20,15,"Get inside scoop latest technology, people best. Simplify.IThttp://"
4884,7,2015-11-21 23:50:00,11,Make limited #travel busy schedule:
4885,7,2015-11-21 04:23:20,8,Harnessing Power Crowd Your B2B Marketing Strategy - More:
4886,38,2015-11-21 04:23:20,43,Create Internet Things apps using #HANA Cloud Platform:
4887,0,2015-11-21 04:23:20,2,mohamedbabgi1 For information training & certification area interest & near please visit
4888,50,2015-11-21 04:23:20,72,Where stand Internet Things?
4889,2,2015-11-21 01:36:40,4,How get flexibility keep pace speed innovation? A strong #digitalcore.
4890,5,2015-11-21 01:36:40,19,The 4 secrets traveling busy schedule:
4891,7,2015-11-20 22:50:00,12,New #SAPTalks out! Listen NeoTract talk war talent & develop employees: .
4892,6,2015-11-20 22:50:00,7,SAP's Steve Risseeuw explores defense forces benefit #data #digital economy:
4893,3,2015-11-20 22:50:00,2,golf tradition meets 1-min AirSomers #
4894,9,2015-11-20 22:50:00,11,Can social collaboration bring $19.2 million revenue opportunity? #FutureOfWork
4895,13,2015-11-20 20:03:20,11,#bigdata #enterprisesoftware future
4896,9,2015-11-20 20:03:20,9,Why airlines using cut CO2 emissions? More #Digitalist facts #Paris2015
4897,31,2015-11-20 17:16:40,55,The power #BigData keep planes air. how:
4898,6,2015-11-20 03:23:20,9,Make #travel priority - blog:
4899,3,2015-11-20 03:23:20,8,"Mobile transforming business, why."
4900,2,2015-11-20 00:36:40,6,Shift thinking big-data mindset happen -
4901,7,2015-11-20 00:36:40,8,Retailer REI gives Black Friday boot social campaign:
4902,8,2015-11-20 00:36:40,9,Bring cash management millennium. how:
4903,6,2015-11-19 21:50:00,13,utilities energizing #real-time operations grid & office:
4904,5,2015-11-19 21:50:00,4,On transforming sales organization great: SAP's
4905,0,2015-11-19 21:50:00,0,horawubifafa Hello! Here link resources Mobile Documents:
4906,3,2015-11-19 21:50:00,5,Get done less time. tools -
4907,2,2015-11-19 19:03:20,7,Is data getting control? transforming data information & insight here:
4908,6,2015-11-19 05:10:00,14,There two attitudes towards IT: “survivors” “thrivers.” are:
4909,7,2015-11-19 05:10:00,10,"Believe not, Boomers Millennials actually lot common:"
4910,6,2015-11-19 02:23:20,6,simplify approach investing? Here 5 steps show -
4911,5,2015-11-19 02:23:20,9,Cast vote SAP's Teen Innovator! Help student earn money & trip #SB50 Vote
4912,24,2015-11-19 02:23:20,28,5 easy steps update skills:
4913,15,2015-11-18 23:36:40,19,What keep data safe #digital world? RobertEnslin explains SAP's approach #securityhttp://
4914,0,2015-11-18 23:36:40,1,Danawwjd777 thanks letting us know. Where links working?
4915,9,2015-11-18 23:36:40,8,What's link real-time #data national security? blog: #artofthepossible
4916,1,2015-11-18 20:50:00,7,Is data getting control? transforming data information & insight here:
4917,17,2015-11-18 20:50:00,23,Smart cities & next wave #IoT. What -
4918,8,2015-11-18 18:03:20,24,80% CFOs think success depends finance's ability adapt #DigitalEconomy
4919,16,2015-11-18 18:03:20,18,Can really simplify processes replicate old methods? #FutureofWork
4920,5,2015-11-18 15:16:40,23,"Anything simplified #DigitalEconomy, even processes never change."
4921,2,2015-11-18 06:56:40,2,Simplify shopping process holiday season enjoy bit -
4922,11,2015-11-18 06:56:40,14,How tackle #SAPHANA software security #digital world? RobertEnslin Explainshttp://
4923,6,2015-11-18 04:10:00,9,Tennis joining information age - WTA
4924,1,2015-11-18 04:10:00,4,Soothe pressure points flexible #digitalcore. blog.
4925,8,2015-11-18 01:23:20,16,Are sports experiencing epidemic player injuries? Listen #SAPRadio podcast:
4926,3,2015-11-18 01:23:20,7,- plus IT HR collaboration - bring talent Simplify.IThttp://
4927,2,2015-11-18 01:23:20,4,The real customer begins first purchase:
4928,1,2015-11-18 01:23:20,3,4 Fresh Tips For Fruitful Weekly Sales Meetings:
