user_id,created_at,user_name,text,user_screen_name,tweet_id,favorites,retweets
2977741060,1.51023E+12,Hicron,Finally we can say this: We empower your Digital Transformation. For business growth and the highest level of efficiency. #SAP #Java #.NET #EnterpriseWeb #JavaScript #BusinessIntelligence #280characters <3 And put here: https://buff.ly/2zoaGCt  <3 Check our capabilities!pic.twitter.com/ODc7sG9nRy,2977741060,9.28588E+17,0,0
16437833,1.51023E+12,ITJobs,Procura emprego em SAP? Consulte aqui todas as ofertas de emprego. #emprego #sap https://www.itjobs.pt/emprego/sap?utm_source=dlvr.it&utm_medium=twitter …,16437833,9.28588E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Unconscious bias similar to islamophobia: a made up word used to silence dissent. Show me evidence of its existence. Necessary: full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasinghttps://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28588E+17,0,0
87893817,1.51023E+12,newjob,"Der Einstieg in SAP Leonardo wird von der SAP mit einem breiten Schulungsangebot unterstützt.
Kunden und Partner der SAP lernten beim #SAP #Leonardo Forum Technologien zur digitalen Innovation kennen und erhielten Einblick in Anwendungsfälle.
https://news.sap.com/germany/sap-leonardo-lernen/ …
#jobs",87893817,9.28586E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Fascinating as your #Gupta tattoo which is transforming into cross-national corruption perhaps on an Enron scale. Necessary: full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing",2767843313,9.28586E+17,1,0
732883104,1.51023E+12,Experis IT España,"Los perfiles IT más demandados 2017:
- #BusinessIntelligence
- #SAP
- #ITSecurity
- #Mobile
- #WebDevelopment
Más detalles http://goo.gl/PuwL7V 
#TechCitiesExperisITpic.twitter.com/AvEaujVy68",732883104,9.28586E+17,0,4
87893817,1.51023E+12,newjob,"#SAP Rollout Manager (m/f) with focus on OtC and PtP in München gesucht von @Giesecke_Devrient Mobile Security GmbH
http://www.newjob.de/stellenanzeigen/sap-rollout-manager-otc-ptp.9097.php …
#jobspic.twitter.com/3rKhGLKMlV",87893817,9.28586E+17,0,0
370170805,1.51023E+12,Pedro Rodriguez 🇪🇸,10% drop comming at #SAP #Stocks #Trading #OptionsTradingpic.twitter.com/6JMbWCIsss,370170805,9.28586E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Like your #Gupta which is evolvng into cross-national corruption perhaps on an Enron scale. Necessary: full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28586E+17,0,0
4352684303,1.51023E+12,ProactiveIT,"Based in the heart of West #London, our clients Global #IT Financial Applications team are looking to hire an experienced #SAP Programme Director to take the team forward at a critical time.

More details:  https://goo.gl/b4nSss pic.twitter.com/tuSjlCfgyn",4352684303,9.28585E+17,0,0
377429993,1.51023E+12,Neteris,"Datos en tiempo real, clave para crecer. 49% de pymes analizan datos de rentabilidad manualmente #SAP #ByDesign https://hubs.ly/H095s7f0 pic.twitter.com/bkcrCCeGbI",377429993,9.28585E+17,0,0
370170805,1.51023E+12,Pedro Rodriguez 🇪🇸,"Fixed Assets Management in Microsoft Dynamics 365. Who needs #SAP -1.30%? #Stocks #Trading #OptionsTrading
https://youtu.be/CUSMCMKYykw ",370170805,9.28585E+17,0,0
9.08264E+17,1.51023E+12,sap courses,"SAP Plant Maintenance Training
☞ http://on.learn4startup.com/rJxmxWaRz 
#sap
r1e7l-a0- pic.twitter.com/Xul3W0RWEe",9.08264E+17,9.28585E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Like your #Gupta vision. Necessary: full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28585E+17,0,0
281878638,1.51023E+12,Maria Walden,Kokeile tekoälyä http://api.sap.com  @klaus_schimmer #SAP #digisote @Professio_FI,281878638,9.28585E+17,1,1
2767843313,1.51023E+12,Daniel Costello,"Like your #Gupta stuck now on every one of your chairs. Necessary: full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28585E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Glad its awesome whats now necessary: full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28584E+17,0,0
249561245,1.51023E+12,Apostolos Manthos,"Με τη #Siemens στο  -2,15% στα 120,6€  να σέρνει το χορό της καθόδου οι υπόλοιπες δεικτοβαρείς μετοχές του γερμανικού δείκτη  DAX 30 (#Allianz, #BASF, #Bayer, #Daimler, #SAP) συνεχίζουν να δείχνουν αδύναμες… pic.twitter.com/VATVKpsvyh",249561245,9.28584E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Stop! Not so fast! How corporations earn that money is as important as why, necessary: full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28584E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Yes, how corporations earn that money is as important as why, such as the backs of white farmers, necessary: full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasinghttps://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28584E+17,1,0
3072056135,1.51023E+12,ERP Logic Europe,#clouderp #SAAS #SAP #ERPLOGIChttps://twitter.com/SAPByDesign/status/928265019996872707 …,3072056135,9.28584E+17,0,1
281878638,1.51023E+12,Maria Walden,Top ten AI applications @klaus_schimmer #SAP #digisote @Professio_FIpic.twitter.com/LrrTAl7MW9,281878638,9.28584E+17,0,2
8.30063E+17,1.51023E+12,Maria Capsamun,We are looking for you #earlytalents at #SAPCommercialSales !#jobmesse in Heidelberg #SAP pic.twitter.com/kFjs1GgesO,8.30063E+17,9.28583E+17,1,0
370170805,1.51023E+12,Pedro Rodriguez 🇪🇸,"Sells Mr #Hasso #Plattner some #SAP stock before results about South Africa investigation?
 #GUPTAhttp://www.handelsblatt.com/20549482.html?share=twitter …",370170805,9.28583E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Refocus, your need is full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28583E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Troubling as all of these companies need full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …https://twitter.com/TimesLIVE/status/926359562659221505 …",2767843313,9.28583E+17,1,0
2767843313,1.51023E+12,Daniel Costello,"LOL, yes, all of these companies need full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28583E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Troubling all of these companies need full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28583E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Troubling all of these companies need full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28582E+17,0,0
2767843313,1.51023E+12,Daniel Costello,"Troubling all of these companies need full external audits every division in every nation, full public access to every document #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …",2767843313,9.28582E+17,0,0
2767843313,1.51023E+12,Daniel Costello,Troubling all of these companies need full external audits every division in every nation #McKinsey #SAP #KPMG #Gupta #Zumasing https://www.youtube.com/watch?v=6fzRSE_p1Ys …,2767843313,9.28582E+17,0,0
7.80785E+17,1.51023E+12,Miranda LaBate,Breaking News!: from @RueckertTanja at #LeonardoLive #sapdiscrete #sap #automotivehttp://bit.ly/2As62AS ,7.80785E+17,9.28581E+17,1,0
8.98248E+17,1.51023E+12,SAP Focus,#sap #jobpic.twitter.com/u2PFfDpnL6,8.98248E+17,9.2858E+17,0,0
7.01758E+17,1.51023E+12,Pascal Gaulin,Meeting our #SAP customers in #Austria to talk about the future of #WebI pic.twitter.com/i7II0eOuSS,7.01758E+17,9.2858E+17,1,0
2767843313,1.51023E+12,Daniel Costello,#Gupta #McKinsey #KPMG #SAP https://twitter.com/TedBeutler/status/928293010386829312 …,2767843313,9.28579E+17,0,0
4703981416,1.51023E+12,Joe @ Gekkobrain,#SAP #HANA is 7 years old! What will the next 7 years hold for the innovative database? via @sapinmemoryhttps://hubs.ly/H097g_w0 ,4703981416,9.28579E+17,0,0
130970352,1.51023E+12,ZeusAdSolutions,Manage your #Business with Our #ERP #Software Solutions that Support #Cloud #CRM #SAP #technology #Database http://bit.ly/2qlY6Mb  #SaaSpic.twitter.com/H3ym2YJeA0,130970352,9.28579E+17,0,0
370170805,1.51023E+12,Pedro Rodriguez 🇪🇸,Look out #SAP! A correction is overdue #Stocks #Trading #OptionsTradingpic.twitter.com/qiAhIKUC0C,370170805,9.28579E+17,0,0
151968244,1.51023E+12,Meik Brand,Innovation Talks at SAP TechEd Barcelona  https://goo.gl/1MMyjE  #SAP #SAPCommunity,151968244,9.28579E+17,0,1
29998160,1.51023E+12,mindsquare,"Kartfahren im Traineeprogramm. Was ohne Ruhepausen geschieht, ist nicht von Dauer. (Ovid) #trainee #Salesforce #mindsquare #SAP pic.twitter.com/juXhoyZHme",29998160,9.28579E+17,0,0
2696005321,1.51023E+12,Fullstop Recruitment,"""FTSE Under Pressure as Burberry Revamps Its Strategy"" by REUTERS via NYT http://ift.tt/2hXFXST  #SAP",2696005321,9.28578E+17,0,0
1513278013,1.51023E+12,SAP Design,Very proud: #SAP Cloud for Real Estate has received the prestigious Red Dot #DesignAward: http://spr.ly/6010D6roK pic.twitter.com/8wxTVvGvhN,1513278013,9.28578E+17,0,0
239114268,1.51023E+12,Earth Save Products,"Achieve a compliant #SAP rating with the Ecocent MEV #hotwater, #heatrecoverysystem http://bit.ly/2goS48a pic.twitter.com/zjuPkc5KF2",239114268,9.28578E+17,0,0
8.30038E+17,1.51023E+12,Domani BS,Meld u nu aan! 16 november organiseert Domani BS een live webinar over 'Basis boekhouden in #SAP'. Gratis deelname: http://ow.ly/7VyH30gfur9 pic.twitter.com/NiePWO48tH,8.30038E+17,9.28578E+17,0,0
35031377,1.51023E+12,Cathy McIsaac,Four key defects #SAP project leaders should remove to optimize their #agile process. https://lnkd.in/drn5TU6 ,35031377,9.28578E+17,0,0
631877365,1.51022E+12,Attentia Belgique,Proud of this project! Implementing @SAPSuccesFactors for @dewatergroep with @Emeritis @SAP_Belgium #sap #sapsuccesfactorshttps://twitter.com/RottiersTom/status/927942911412535297 …,631877365,9.28577E+17,0,0
27863171,1.51022E+12,Andy Steer,"Thanks to all those who attended the #SAP #GDPR webinar, some excellent questions, thanks for the positive feedback.",27863171,9.28577E+17,0,0
253617259,1.51022E+12,BultinckJan,"#Deloitte #SAP #Book: #Logistics with SAP #S4HANA. Your #SupplyChain, revolutionized. Need more insights? Book an appointment: https://buff.ly/2yK8N3o pic.twitter.com/NRs9BuOCQO",253617259,9.28576E+17,0,0
7.46059E+17,1.51022E+12,perform IT GmbH,"Which #cloud are you on? - The Top 5 Cloud-Computing Vendors: no.1 #Microsoft, no.2 #Amazon, no.3 #IBM, no.4 #Salesforce, no.5 #SAP https://buff.ly/2zvw5aj pic.twitter.com/QWQeU6Rnf9",7.46059E+17,9.28575E+17,0,0
61602390,1.51022E+12,Michael Kroker,"„Strafzölle“ auf die Produkte von Partnern?
Wie #SAP seine Kunden verärgert --> http://www.wiwo.de/unternehmen/it/strafzoelle-auf-die-produkte-von-partnern-wie-sap-seine-kunden-veraergert/20551654.html …",61602390,9.28574E+17,0,0
631829633,1.51022E+12,Attentia België,Proud of this project! Implementing @SAPSuccesFactors for @dewatergroep with @Emeritis @SAP_Belgium #sap #sapsuccesfactorshttps://twitter.com/RottiersTom/status/927942911412535297 …,631829633,9.28574E+17,2,1
7.65951E+17,1.51022E+12,VSR Infotech,"#SAP BASIS Online Training 
Each #SAPHANA ADMINISTRATION #ONLINETRAINING Module is designed to make the learning process progressive. The examples given in this training are practical, and you will be able to see the immediate result of your efforts.
http://www.saphanaadminonlinetraining.co.in/ pic.twitter.com/PtFn6MFdCF",7.65951E+17,9.28574E+17,0,0
8.79598E+17,1.51022E+12,BPS Finland,Our CEO is at SAP Real Estate Management seminar in Budapest to hear the latest digitalization news in the area of REM #cloud #innovation #digitalization #SAP #RealEstateManagementhttps://twitter.com/janinaluoto/status/928539688792678401 …,8.79598E+17,9.28573E+17,0,1
1114205924,1.51022E+12,Roma L@bor,"Ti piacerebbe lavorare come #sap #project #manager? Clicca qui, https://goo.gl/DYFPT9 
Fonte:  http://www.adecco.it 
#lavoro
#jobpic.twitter.com/Fs3EEjP5lL",1114205924,9.28572E+17,0,0
4852852679,1.51022E+12,Stephan Wilhelm,#SAP: Total Rewards Senior #Consultant/ #Expert... (#WalldorfStLeonRotBWDE) #job https://workfor.us/lifeatsap/294s1  #JobsatSAPpic.twitter.com/Zcv761NFwR,4852852679,9.28572E+17,0,0
196583658,1.51022E+12,Basis Technologies,For our German speaking audience: Register for the hugely popular #robotictestautomation webinar now in German! #SAP http://ow.ly/INQY30gsCJH pic.twitter.com/ChwArtjAGq,196583658,9.28572E+17,0,0
9.23767E+17,1.51022E+12,anujanaik,"#sap #SAPVITS #OnlineSAPTraining
just click here http://goo.gl/e8MHA pic.twitter.com/iYh5X3krNw",9.23767E+17,9.28572E+17,0,0
2269190012,1.51022E+12,JaninaLuoto,Phillip Raum from @Zalando showcasing how they invest in their talents by co-innovating with @SAP Impressive! #innovation #sap #SAPReeu #workspacepic.twitter.com/7TOTXaC8f8,2269190012,9.28571E+17,2,1
2396397416,1.51022E+12,Empleos Sap,#empleos #vacantes #argentina Contador / a – experiencia en Impuestos (ID: 1315504) http://dlvr.it/Q02M2w  #sap #erp #consultorsap,2396397416,9.28571E+17,0,0
2396397416,1.51022E+12,Empleos Sap,#empleos #vacantes #argentina Ref. 9126 Consultor SAP FI CO (ID: 1315509) http://dlvr.it/Q02LtG  #sap #erp #consultorsap,2396397416,9.28571E+17,0,0
211791869,1.51022E+12,Matoy Sumayao,Solution Advisor #Expert #Job (#Singapore01SG) at #SAP #job https://workfor.us/lifeatsap/2c4ze  #JobsatSAPpic.twitter.com/DgApgI86fi,211791869,9.2857E+17,0,0
819299358,1.51022E+12,Full Circle,"New role @FullCircleJobs : FC04153D-SAP K3 Authorisation/ Security (Permanent) Johannesburg #SAP #Authorisation
http://ow.ly/dDiJ30gsD82 ",819299358,9.2857E+17,0,0
276882221,1.51022E+12,tts GmbH,Wir freuen uns über die Auszeichung von #SAP http://www.tt-s.com/newsroom/article/news/tts-beratungshaus-als-sap-recognized-expertise-partner-ausgezeichnet/ …pic.twitter.com/prgpOcq7jS,276882221,9.28569E+17,1,0
7.67651E+17,1.51022E+12,itrheinland,"Senior Java Developer E-Commerce w/m‍ in bundesweit‍, #eCommerce #SoftwareEntwicklung #hybris #SAP‍ http://r.ebnd.de/r/W1-ZBV ",7.67651E+17,9.28569E+17,0,0
7.67803E+17,1.51022E+12,ITrheinmain,Wir suchen: Senior Java Developer E-Commerce w/m @arithnea #eCommerce #SoftwareEntwicklung #hybris #SAP http://r.ebnd.de/r/19-ZBH ,7.67803E+17,9.28569E+17,0,0
7.22446E+17,1.51022E+12,IThanse,"Senior Java Developer E-Commerce w/m‍ in bundesweit‍, #eCommerce #SoftwareEntwicklung #hybris #SAP‍ http://r.ebnd.de/r/qz-ZBw ",7.22446E+17,9.28568E+17,0,0
370170805,1.51022E+12,Pedro Rodriguez 🇪🇸,Opportunity to short #SAP. #SAP software are expensive and complicated solutions only bought by incompetent CIOs #Stocks #Trading #ERPpic.twitter.com/gF2sP50vuC,370170805,9.28568E+17,0,0
1113737317,1.51022E+12,iWelcome,"New blog: 'Why #SAP acquired #Gigya and what is the bigger picture?' - by @MStultjens ""For customers, it will not lead to a lower TCO and will definitely lead to a less agile product."" #IDaaS #IDM #acquisition #identity #GDPR https://www.iwelcome.com/why-sap-acquired-gigya-and-what-is-the-bigger-picture/ …pic.twitter.com/YMDEqo31uP",1113737317,9.28568E+17,0,1
7.60877E+17,1.51022E+12,RapidGRC,Excitement building with @RapidGRC for the #LasVegas #GRC2018 conference from @InsiderGRC & #SAP https://twitter.com/insidergrc/status/928293535782244352 …,7.60877E+17,9.28568E+17,0,1
235172341,1.51022E+12,SAP Re-Engineering,#SAP <b>SAP</b> Concur Consultants: KPS is the leading SAP Concur Implementation Partner in… https://goo.gl/fb/yg2sox ,235172341,9.28568E+17,0,0
235172341,1.51022E+12,SAP Re-Engineering,"#SAP Atos revolutionizes enterprise AI with next generation servers: ""Atos is a prominent… https://goo.gl/fb/j9YBG9 ",235172341,9.28568E+17,0,0
235172341,1.51022E+12,SAP Re-Engineering,"#SAP Krypt Inc. Empowers SMB Companies with <b>SAP</b> Cloud Option: SANTA CLARA, Calif… https://goo.gl/fb/y8nzBD ",235172341,9.28568E+17,0,0
235172341,1.51022E+12,SAP Re-Engineering,#SAP <b>SAP</b> Leonardo Centres support digital innovation: To help its customers step up… https://goo.gl/fb/K19cVH ,235172341,9.28568E+17,0,0
235172341,1.51022E+12,SAP Re-Engineering,#SAP Ferrero to use <b>SAP</b> Ariba's procurement technology: The solutions Ferrero will… https://goo.gl/fb/bFco8V ,235172341,9.28568E+17,0,0
1538354196,1.51022E+12,Oliver Hoess,"BMC Exchange 2017 am 16.11. in Essen – Digitale Disruption / Transformation (u.a. mit BMW, Haniel, Coop, IKEA) https://innovative-trends.de/2017/09/18/bmc-exchange-2017-am-16-11-in-essen-digitale-disruption-transformation-u-a-mit-bmw-haniel-coop-ikea/?uid=4 … #IT-Strategie #SAP #Unternehmenssoftware #KI #Datenschutz #Bots #IT-Management #Digitalisierung #CloudSecurity #BigData #BMWpic.twitter.com/YvyLIJ3gMX",1538354196,9.28567E+17,0,0
415527773,1.51022E+12,Tara O'Brien,Are you an #Information Developer #Job in #DublinDIE? #SAP is waiting for you! #job #JobsatSAPhttps://workfor.us/lifeatsap/9h0i58 …,415527773,9.28567E+17,1,0
8.96999E+17,1.51022E+12,SophiaTX,#SophiaTX – Menjembatani #SAP Dan Komunitas #Blockchain via @BitcoinNewsINDOhttp://bitcoinnewsindo.com/sophiatx-menjembatani-sap-dan-komunitas-blockchain/ …,8.96999E+17,9.28567E+17,1,1
8.92424E+17,1.51022E+12,Frederik Uekermann,"SAP Business ByDesign 1711 customer analytics dashboard, KPI and simulation #SAP #ByD #DigitalTransformationhttp://bit.ly/2hhP4gr ",8.92424E+17,9.28567E+17,0,0
7.63337E+17,1.51022E+12,CRUISE CODERS,"Meet your bright #Career with CruiseCoders by #SAP #Training #Courses in #Chandigarh. We #trained #student with our latest SAP  #technologies and give full guidelines for better placement in MNC #companies. Give us a call at +91-8146782308, +91-9056172939.pic.twitter.com/YGaloTFfMb",7.63337E+17,9.28565E+17,2,0
2977741060,1.51022E+12,Hicron,"Nadajemy do Was na żywo z #SAP #DigitalFinanceForum - przyjdźcie na nasze stoisko i weźcie udział w konkursie zręcznościowym, w którym można wygrać gry planszowe poświęcone finansom #finanse #leasing#IFRS16 - przyjdź na nasze stoisko, dowiedz się jakie zmiany niesie #MSSF16pic.twitter.com/wFd8cwAdCD",2977741060,9.28565E+17,0,0
763842504,1.51022E+12,Ekleft,"We are looking for #SAP MM/PP CONSULTANT for the project in Barcelona.
Details: http://www.ekleft.com/jobs/325/ ",763842504,9.28564E+17,0,0
111576511,1.51022E+12,T-Systems Schweiz AG,Deploy a #SAP HANA with just a couple of simple mouse clicks from a secure public cloud - YouTube https://hubs.ly/H08W9dB0  #saphana,111576511,9.28564E+17,1,0
92032109,1.51022E+12,Consultora Inforges,"Te enseñamos como implementar ""Procesos de fabricación y producción avanzada con #SAPBusinessOne"" ¡Apúntate! http://ow.ly/l3T830gnijN  #SAP pic.twitter.com/fKutUsGX8k",92032109,9.28563E+17,0,0
7.1516E+17,1.51022E+12,E-3 Magazin D-A-CH,"Internet of Things: 5 praxiserprobte Szenarien
http://crwd.fr/2m7IA90  #IoT #SAP",7.1516E+17,9.28563E+17,0,0
982684850,1.51022E+12,G3G,SAP Business One supports your efforts to drive sales https://hubs.ly/H095d9k0  by @G3Gnews #SAP #SAPBusinessOne,982684850,9.28563E+17,0,0
2591746554,1.51022E+12,Philippe d'Amato,Another #FD4DI kick-off today with #SAP in #Capgemini ASE in Milan. Italy is on board! Benvenuto Italia.pic.twitter.com/7SSO1IYe0s,2591746554,9.28563E+17,2,2
3970112013,1.51022E+12,CONSILIO,"Hier ist deine Chance auf einen Einstieg in die #SAP #Beratung: #jobunication, Stand EG 212.pic.twitter.com/qpTKE0pxNZ – at Kongresshaus Stadthalle Heidelberg",3970112013,9.28562E+17,1,0
27863171,1.51022E+12,Andy Steer,Just about to start a #GDPR for #SAP webinar for our European customers. Looking forward to some new & no doubt interesting questions. #DoNotMentionBrexit,27863171,9.28561E+17,2,0
7.89852E+17,1.51022E+12,Herdein Afire,"Know The Various #Sap #Courses #Offered by #Wizcore In London UK
http://www.wizcore.co.uk/courses-offered/ …pic.twitter.com/FcE5rrAUdQ",7.89852E+17,9.28561E+17,0,0
74134253,1.51022E+12,LAKE Financial,"SAP Business One is designed to work with small and mid-size businesses across all industries. Get the solution you need through LAKE https://buff.ly/2AmeYqM 
#Grow #SAP #ERP #Accountancy #Software",74134253,9.2856E+17,0,0
9.08241E+17,1.51022E+12,SAP Learning,"Learn SAP ABAP Objects - Online Training Course
☞ http://on.learn4startup.com/Hyx_jh5kyz 
#SAP
S1e_o29yyM pic.twitter.com/fAQwCIeu6b",9.08241E+17,9.2856E+17,0,0
778434860,1.51022E+12,OFFICEsax Jobs,Leiter Hardwarekonstruktion (m/w) #Elektrotechnik Informatik #Projektmanagement #SAP #MSOfficehttp://r.ebnd.de/r/2H-Mhv ,778434860,9.2856E+17,0,0
88905418,1.51022E+12,ardentisys,"How #SAP is making the shift to industrial #IoT
https://www.networkworld.com/article/3236555/internet-of-things/how-sap-is-making-the-shift-to-industrial-iot.html …
#InternetofThings #IndustrialIoT",88905418,9.2856E+17,0,1
1845012318,1.51022E+12,Dan Stimson,"The glass, ceramics and high tech materials company Corning is using #SAP IBP. They are not alone as #millproducts c…https://lnkd.in/e_w6sHU ",1845012318,9.28559E+17,1,0
109026589,1.51022E+12,Wences Lacaze,#SAP #solEd2017 #FocusRun Predictive Analyticspic.twitter.com/kflTadpZrV,109026589,9.28559E+17,0,0
2829183580,1.51022E+12,Regina Mattukat,IDC puts SAP to one of three leaders worldwide for SaaS and Cloud Enabled ERP Applcations #SAP #Cloud #S4HANA http://idcdocserv.com/US42219217e_SAP ,2829183580,9.28559E+17,1,2
93909086,1.51022E+12,Solteq,#SAP hanskassa? Yksikkömme kasvaa vauhdilla ja haemme erityisesti S/4HANA-projekteihin konsulttia. #Rekry #ITduunithttps://hubs.ly/H097jBN0 ,93909086,9.28559E+17,0,0
