user_name,favorites,retweets,user_screen_name,created_at,text,user_id,tweet_id
Scheer Karriere,0,1,7.00687E+17,1.51006E+12,Auch im in der #Beratung für #SAP #HANA suchen wir Verstärkung! #Consultant #SAPHANA (m/w) https://short.sg/j/858865  #Karriere #Job #ITjobspic.twitter.com/hCIR1OvLVG,7.00687E+17,9.27902E+17
Kartik Dua,1,0,1049070300,1.51006E+12,Banks Explore New World of Customer Convenience With Virtual and Augmented Reality http://dlvr.it/PzhXqn  #sap pic.twitter.com/GULKq7sAXC,1049070300,9.27902E+17
Miranda LaBate,0,0,7.80785E+17,1.51006E+12,Businesses Chart Rapid Path to Digital Innovation with @SAPLeonardo #SAP #Automotivehttp://bit.ly/2zmjbLP ,7.80785E+17,9.27902E+17
freelancermap.com,0,0,1251675529,1.51006E+12,"#Consultor #ABAP IV, con al menos 4 años de experiencia programando para pryecto en Barcelona - 3 meses: https://www.freelancermap.com/it-projects/projects/sap/1443865-projekt-abap-iv-consultant-barcelona.html … #SAP",1251675529,9.27901E+17
Shaerp,0,0,4829720751,1.51006E+12,"Shaerp B.V. is op zoek naar een (Junior) Tester SAP.
#Tester #SAP #Agile #Junior #vacature #ShaerpBV
https://www.shaerp.nl/vacatures/vacature-junior-tester-sap-regio-apeldoorn-5306281-11.html …pic.twitter.com/7wwWiDXdfi",4829720751,9.27901E+17
Joe @ Gekkobrain,0,0,4703981416,1.51006E+12,You don't have to be committed to #SAP #HANA to start preparing for the future!https://hubs.ly/H095ZVJ0 ,4703981416,9.27901E+17
Arvato Systems - DE,1,1,7.90474E+17,1.51006E+12,Beim #SAP-Infotag Lager & Transport erfahren Sie von uns mehr über digitale #SupplyChain Lösungen! https://arva.to/aTzxE  #ImetLISA #Pepperpic.twitter.com/s7XEZFdd8X,7.90474E+17,9.27901E+17
Acsys Consulting,0,1,2338611566,1.51006E+12,¿Buscando #cursos para certificarte en #SAP Finanzas?  Inscríbete en nuestra Academia FI. Más info aquí: http://goo.gl/92468v  #Acsyspic.twitter.com/kfa9pTSFRh,2338611566,9.27901E+17
Juan Celdrán Alenda,4,0,83080188,1.51006E+12,Gran paso de @CenticTwitt en formación especializada #tic #garantiajuvenil @redpuntoes #cloud #sap #AWSpic.twitter.com/3N4yJ4rDU0,83080188,9.27901E+17
Jörg Rieth,3,0,262720053,1.51006E+12,@BI_Blogger @DrJexcel #Planung #BI #SAP #Finanzgipfel 2017 Neu Isenburg #Jedox Danke Partner 2K http://www.2k-bis.com/ pic.twitter.com/LgGB842IqK,262720053,9.279E+17
Aaron Okoro,1,0,9.12289E+17,1.51006E+12,#SAP Announces Next Wave of #SAP Leonardo Centers to Support Digital Innovation https://buff.ly/2yei5Ap  @DACHSAP Interesting Read.pic.twitter.com/b5tvAANh2v,9.12289E+17,9.279E+17
Intralogistics,0,0,1396783886,1.51006E+12,#SAP https://twitter.com/foerdern_heben/status/927890870027907072 …,1396783886,9.279E+17
TechSmart Business,0,0,2431627136,1.51006E+12,Emerging Technologies: new revenue opportunities for African Telcos https://buff.ly/2yDkXer  via #SAP pic.twitter.com/A5BHa9Hpzb,2431627136,9.27899E+17
Rossella Trentin,0,0,706827541,1.51006E+12,"#Autostrade per l’Italia, vince il Gold #SAP Quality Award nella categoria #Innovation - BitMat http://bit.ly/2zp5XA6 pic.twitter.com/aRdbcdS3ya",706827541,9.27899E+17
Snow Software,2,1,113444696,1.51006E+12,Discover how #SnowSoftware’s optimizer solution will submit your annual #SAP #LAW with the push of a button #ITmagic http://ow.ly/9HQW30goQ5U pic.twitter.com/DZo6pRiwnZ,113444696,9.27899E+17
Atos SAP Hana,3,3,166257463,1.51006E+12,Atos built unique accelerators to help you unleash the business potential of new #SAP #HANA technologies. Read more http://bit.ly/2j8p7UC pic.twitter.com/DslhzgjlLP,166257463,9.27899E+17
Heiko W. Bernhart,2,0,55514930,1.51006E+12,Next um for me @ #sap #soled2017 Transport Execution Analysis,55514930,9.27899E+17
Virtustream Careers,2,2,7.63123E+17,1.51006E+12,#HotJob in Paris! More info on this #SAP Solution Architect role here: http://bit.ly/2AoZTp8 pic.twitter.com/oYKEHb1oD0,7.63123E+17,9.27899E+17
openSAP,6,2,1396484258,1.51006E+12,"Are you an #appdeveloper or #SAPPartner? Learn to extend #SAP #SuccessFactors #HCM Suite with @SAPCP
http://spr.ly/60148hQR4 pic.twitter.com/UVVhwlix9z",1396484258,9.27898E+17
Remco Jansen,0,0,23997398,1.51006E+12,Channeling Jon Snow: Build your kingdom with the weapon of digital commerce http://dlvr.it/PzhPq1  #SAP #Hybris #CRMpic.twitter.com/b3knBzftps,23997398,9.27898E+17
SAP Tutorials,0,0,9.08244E+17,1.51006E+12,"SAP Materials Management Course - Your Guide to SAP ERP
☞ http://on.learn4startup.com/S1c9oxaRz 
#SAP
Hyxqcol6Ab pic.twitter.com/BEDmkUNyJY",9.08244E+17,9.27898E+17
Jo Kruger SAP MENA,0,0,563710572,1.51006E+12,#SAP: CEC - Developer (SAP Customer #Relationship #Manage... (#Chengdu51CN) #job https://workfor.us/lifeatsap/3p52u  #JobsatSAPpic.twitter.com/C1NnjRdfzN,563710572,9.27898E+17
SAP Learning,2,0,9.08241E+17,1.51006E+12,"SAP SD for Beginners - Your Guide to SAP ERP Top SAP Module
☞ http://on.learn4startup.com/Skx-TogaRW 
#SAP
B1bZ6oxaCb pic.twitter.com/HoSZCo7Zfz",9.08241E+17,9.27897E+17
Washington Frank ERP,1,0,2827123930,1.51006E+12,#SAP: A #CMO With a Purpose - DMNhttp://ow.ly/7SbY30glfr9 ,2827123930,9.27897E+17
Miranda LaBate,4,0,7.80785E+17,1.51006E+12,Don't risk being left behind when #blockchain takes over the #automotive industry. pic.twitter.com/jccI1sb6dB #SAP http://bit.ly/2gZfbs6 ,7.80785E+17,9.27897E+17
Jarret Pazahanick,0,1,21263041,1.51006E+12,Ex #SAP and #Oracle Exec joins #Wday as Senior VP of Sales - Americashttps://twitter.com/SchweitzerJohn/status/927588090209755136 …,21263041,9.27897E+17
HRCloudNews,0,0,285569491,1.51006E+12,Ex #SAP and #Oracle Exec joins #Wday as Senior VP of Sales - Americashttps://twitter.com/SchweitzerJohn/status/927588090209755136 …,285569491,9.27897E+17
prabhu,0,0,438535831,1.51006E+12,"Need #SAP #SRM Functional w/ #PPS, #SLC, 2 positions, #Sacramento & #LosAngeles. please reach prabhu@vsiiusa.com. #Jobs, #contract",438535831,9.27897E+17
iorTI consulting,1,1,3098508949,1.51006E+12,#ERP #CRM #BI #SOA #TMS #HCM #SW #BIGDATA #ORACLE #SAP #TOTVS #MICROSOFTDYNAMICS #SAS #INFOR #EPICOR #LEADGENERATIONhttps://www.iorticonsulting.com/so/9L_MhQos ,3098508949,9.27896E+17
Bob Glass,0,0,165163298,1.51006E+12,".@PureStorage’s new Copy Automation Tool for #SAP drives faster innovation, reduces storage & mgmt costs up to 90% http://purefla.sh/2lYtHpj pic.twitter.com/JAgK95WaDA",165163298,9.27895E+17
SAP Online,1,0,9.08242E+17,1.51006E+12,"SAP Production Planning
☞ http://on.learn4startup.com/ByICjx6Cz 
#SAP
S1UCse6R- pic.twitter.com/bPMee5OC6V",9.08242E+17,9.27894E+17
Marleen Verhaag,3,0,4004511045,1.51006E+12,"Love this, my kids have DesignWeek @school with CodeLab, RobotLab and Design Thinking! #sap #sapbwnpic.twitter.com/QOw6OLFNco",4004511045,9.27894E+17
Empleos Sap,0,0,2396397416,1.51006E+12,#empleos #vacantes #argentina Ejecutivo de Ventas Técnicas relacionadas con la… http://dlvr.it/PzhGr6  #sap #erp #consultorsap,2396397416,9.27894E+17
Roderick,0,1,59394687,1.51006E+12,"SAP en Red Hat Linux, what to know! Kom naar de Tech Talk van Orhan Alici MBA #RedHat #SAP #Linux #OpenSource #Conta…https://lnkd.in/gM2kUje ",59394687,9.27893E+17
SAP Program,3,2,9.08243E+17,1.51006E+12,"SAP Plant Maintenance Training
☞ http://on.learn4startup.com/Sk3PkWa0z 
#SAP
HkhP1-TAb pic.twitter.com/bZljhAaHix",9.08243E+17,9.27893E+17
Full Circle,0,0,819299358,1.51006E+12,"New Role @FullCircleJobs : FC04142A-SAP MM Functional Consultant (Contract) Pretoria #SAP #MM
http://ow.ly/ky7S30gpwjD ",819299358,9.27893E+17
Anil B. Marali MLE℠,21,26,324465363,1.51006E+12,@enoahisolution conducting free training for #SMEs in #Chennai tohelp them #GST ready with #SAPBusinessOne #ERP #SAP http://goo.gl/o2o5Fc pic.twitter.com/VhBpIKXXAa,324465363,9.27892E+17
Ewald Gehrmann,0,0,357030079,1.51006E+12,#ballaufnehmen: #SAP #CRM #SD #MDM #BI #Berater #Vollblut in #Stuttgart gesucht. Einfach mal mit #PrimePeople drüber redenpic.twitter.com/R5mMUu0j9q,357030079,9.27892E+17
Tyler Constable,0,0,1650569521,1.51006E+12,#SAP has just been named a leader in Gartner’s Magic Quadrant for Data Quality Tools for the 12th year!!!  https://goo.gl/CbPq2A  @sapnewspic.twitter.com/V1DNrxXNdi,1650569521,9.27892E+17
Arnold Advocaat @SAP,0,0,148671597,1.51006E+12,Channeling Jon Snow: Build your kingdom with the weapon of digital commerce http://dlvr.it/PzhCM1  #sap #sapnlpic.twitter.com/fAogit70wW,148671597,9.27891E+17
Ilse Moret @SAP,0,0,1280092634,1.51006E+12,Channeling Jon Snow: Build your kingdom with the weapon of digital commerce http://dlvr.it/PzhCCs  #sapnl #sap #sap #sap_nederlandpic.twitter.com/aetdd9ixNe,1280092634,9.27891E+17
tecnoempleo,0,0,56126959,1.51006E+12,Sap BI/BW Consultant @haysespana #Madrid #SAP #empleo #tichttps://tecnoempleo.com/sap-bi-bw-consultant-madrid/sap-itil-etl/rf-0885o7c5fv34cla208aa?utm_source=busq_contextual&utm_medium=twitter …,56126959,9.27891E+17
CEMAT DAILY,0,0,4913848744,1.51006E+12,Infotag #SAPLagerTransport: Vortrag zum Distributionszentrum mit #SAP EWM bei den #SiSi-Werken durch #SSISchäferpic.twitter.com/dGfASHi2s9,4913848744,9.27891E+17
ictjob.be - SAP,0,0,627410233,1.51006E+12,#job Deloitte - Treasury Systems Consultant - Deloitte... https://www.ictjob.be/en/ln/j93513  #SAP #jobs #Belgium,627410233,9.27891E+17
f+h fördern u. heben,0,0,1616900438,1.51006E+12,f+h vor Ort beim Vortrag vom #SAPLagerTransport: Distributionszentrum mit #SAP EWM bei den #SiSi-Werken durch #SSISchäferpic.twitter.com/H5OA1q938X,1616900438,9.27891E+17
Holger Seybold,1,1,1614478765,1.51006E+12,Vortrag auf Infotag #SAPLagerTransport: Distributionszentrum mit #SAP EWM bei den #SiSi-Werken durch #SSISchäferpic.twitter.com/80cls8olo1,1614478765,9.2789E+17
Excel4apps,1,0,74912571,1.51006E+12,Congratulations to @BigStutz for his promotion to #SAP Product Manager here at #Excel4apps http://bit.ly/2m0axiU pic.twitter.com/BMS6xu9MgY,74912571,9.2789E+17
Numen IT,2,1,107886676,1.51006E+12,"O desempenho profissional é fator fundamental para uma trajetória de sucesso. Saiba outros fatores:  https://lnkd.in/dfuPsrW 
#numenit #SAP pic.twitter.com/5e56N9QevR",107886676,9.2789E+17
Intralogistics,0,0,1396783886,1.51006E+12,#SAP https://twitter.com/foerdern_heben/status/927881478054318080 …,1396783886,9.2789E+17
Tom Tittermary,0,0,21246206,1.51006E+12,".@PureStorage’s new Copy Automation Tool for #SAP drives faster innovation, reduces storage & mgmt costs up to 90% http://purefla.sh/2jaYKxu pic.twitter.com/C0En2w5tbR",21246206,9.27889E+17
Arvato Systems - DE,3,1,7.90474E+17,1.51006E+12,"#SAP-Infotag Lager- & Transport: Spannende
Gespräche rund um die digitale #SupplyChain von morgen! https://arva.to/aTzxE pic.twitter.com/2IO6W65UXF",7.90474E+17,9.27889E+17
ZELOSdeals,0,0,7.38342E+17,1.51006E+12,"#Ferrero setzt bei Beschaffungsprozesse auf #SAP #Ariba

READ: http://bit.ly/2ybV40S 
#IT #outsourcing #Digitalisierung #ZELOSdeals",7.38342E+17,9.27888E+17
ZELOSdeals,0,0,7.38342E+17,1.51006E+12,"#Ferrero chose #SAP #Ariba

READ: http://bit.ly/2zkGmIN 
#IT #outsourcing #digitization #ZELOSdeals",7.38342E+17,9.27888E+17
Jessica Hall,1,1,9.09734E+17,1.51006E+12,User #Assistance Developer - Student #Internship (6... (#DublinDIE) at #SAP #job https://workfor.us/lifeatsap/3r6kp  #JobsatSAPpic.twitter.com/3NuslaNlQI,9.09734E+17,9.27888E+17
sap courses,0,0,9.08264E+17,1.51006E+12,"Creating Universes Using SAP BusinessObjects IDT(Fast Track)
☞ http://on.learn4startup.com/r1oSigaRb 
#sap
HkxirolpRb pic.twitter.com/o9IOEE0qES",9.08264E+17,9.27888E+17
Coopt-Action.fr,0,0,2421665066,1.51006E+12,#Emploi - #Consultant #SAP - #HauteGaronne (31) / #LoireAtlantique (44). http://ift.tt/1TlkXC8  #Cooptationpic.twitter.com/qSI120m1IH,2421665066,9.27887E+17
Jobguide,0,0,35752156,1.51006E+12,#EY übernimmt die auf #SAP-#Personalwirtschaftssysteme spezialisierte #IT- und #Prozessberatung #Kivala-HR http://ow.ly/SKOG30gdqfP pic.twitter.com/Z7M8tzvEB1,35752156,9.27887E+17
Full Circle,0,0,819299358,1.51006E+12,"New Role @FullCircleJobs : FC04141A-SAP K4/K5 BI/BW Specialist (Contract) Pretoria #SAP #BI
http://ow.ly/Oa8430gpuzC ",819299358,9.27887E+17
Diony Ruiz R,0,0,119828299,1.51006E+12,#SAP How to Integrate and Configure a Packing Station in the SAP Logistics Execution System https://goo.gl/BPPZrY pic.twitter.com/jvW1EQlgry,119828299,9.27886E+17
UKISUG,0,1,20045239,1.51006E+12,"See the best #SAP implementation projects from the past year at #UKISUGConnect's Quality Awards!

Book your place: http://bit.ly/2sUaGnB pic.twitter.com/XO0jvzu5y7",20045239,9.27886E+17
BultinckJan,0,0,253617259,1.51006E+12,How to Execute #Projects #Profitably with #SAP #S4HANA #Cloud for #ProfessionalServices. #Project #ERP #PSOhttps://lnkd.in/eFcPF2u ,253617259,9.27885E+17
Craig Nunley,0,0,140922755,1.51006E+12,Reduce your exposure to potential #SAP #IndirectAccess fines in four steps. Our guide explains how: http://ow.ly/MAOZ30gofnH pic.twitter.com/gp1Aq3sXtL,140922755,9.27885E+17
CePeDe Empleo,0,0,4155375563,1.51006E+12, Empleo  #Contable con #SAP e #Inglés. Envía tu #CV a martadeandres@cepede.com. Más info  http://bit.ly/2gZujJQ  #trabajopic.twitter.com/UGzvubWir5,4155375563,9.27885E+17
syslink,0,0,7.94212E+17,1.51006E+12,Is SAP Solution Manager really free? https://goo.gl/2tnaR6  #sap #solman #solman72 #ERP #sapcp #SolutionManagerpic.twitter.com/GCiMIdihH3,7.94212E+17,9.27884E+17
Klaus Blaschek,0,0,165348764,1.51006E+12,Hier zeigt Nils Rottgardt Unterschiede und Gemeinsamkeiten von SAP BW/4 HANA und SAP BW on HANA 7.5 auf: http://ow.ly/ZilL30gdGnw  #SAP #HANA,165348764,9.27884E+17
b.telligent,0,0,119366477,1.51006E+12,Hier zeigt Nils Rottgardt Unterschiede und Gemeinsamkeiten von SAP BW/4 HANA und SAP BW on HANA 7.5 auf: http://ow.ly/ZilL30gdGnw  #SAP #HANA,119366477,9.27884E+17
SAP on IBM i,3,0,138769074,1.51006E+12,The #SAP on #IBM Power Summit is underway in Germany.  Sessions from IBM & SAP today/tomorrow re: SAP on IBM i and DB2 for IBM i.pic.twitter.com/l4xQOw2K5V,138769074,9.27884E+17
Beat Wyler,1,0,141949533,1.51006E+12,@itelligence_ch zeigt Nutzen von #kanban mit #SAP. #eigenfertigungskanban #beschaffungskanban #Kanbanbehälter #ERPStammtisch #Planungpic.twitter.com/HFUDZp2UFz,141949533,9.27883E+17
Matoy Sumayao,0,0,211791869,1.51006E+12,Concur - #Client Success Manager #Job in #Manila00PH at #SAP #job https://workfor.us/lifeatsap/ub8vd  #JobsatSAPpic.twitter.com/kl63OmCqCM,211791869,9.27882E+17
EPI-USE Labs - ES,0,0,8.7494E+17,1.51006E+12,"Obtenga #datos de su sistema #SAP a su manera!

https://hubs.ly/H0964090 pic.twitter.com/QzVBQbHUEN",8.7494E+17,9.27882E+17
f+h fördern u. heben,1,1,1616900438,1.51006E+12,f+h vor Ort beim Infotag #SAPLagerTransport: Vortrag über die schnelle Einführung von #SAP EWM bei #Kölln durch #viastore Softwarepic.twitter.com/8gJEa0leDA,1616900438,9.27881E+17
Holger Seybold,0,1,1614478765,1.51006E+12,Vortrag beim Infotag #SAPLagerTransport: Einführung von #SAP EWM bei #Kölln durch #viastore Softwarepic.twitter.com/xs9IdPeI7B,1614478765,9.27881E+17
Technology Jobs | HH,0,0,569773994,1.51006E+12,#Hiring for Ariba Tech #TechJobs #sap #catalog #backend #innovations #releases #career | Apply Nowhttp://headhonchos.com/jobs/Ariba-Tech-IT-Information-Technology-IT-Technology-Software-Services-Chennai-1202821 …,569773994,9.27881E+17
st.h.,0,0,44854655,1.51006E+12,"#verkehrteWelt: Wenn die #Grünen beim #Kohleausstieg weich werden, aber #Siemens, #SAP, #Adidas, #Puma, #Aldi Süd, #EnBW, #Telekom, Deutsche Börse, #Hochtief , #Otto, #Hermes, #Epson, #Metro & sogar fucking #Nestlé den Scheiß nicht mehr wollenhttp://www.spiegel.de/wirtschaft/soziales/kohleausstieg-rund-50-firmen-fordern-ausstieg-aus-der-kohle-a-1176208.html …",44854655,9.2788E+17
Technology Jobs | HH,0,0,569773994,1.51006E+12,#Hiring for ABAP for HANA #TechJobs #abapdevelopment #sap #sapabap #sapmodules #career | Apply Now http://headhonchos.com/jobs/ABAP-for-HANA-IT-Information-Technology-IT-Technology-Software-Services-Chennai-1202813 …,569773994,9.27878E+17
Joe Caparula,0,0,51047681,1.51006E+12,#SAP continues to lead in data quality solutions. #BeBusinessIntelligenthttps://lnkd.in/eTM-6Yj ,51047681,9.27878E+17
Full Circle,0,0,819299358,1.51006E+12,"New role @FullCircleJobs FC04147D-SAP K4/K5 SD Consultants (Contract) Johannesburg #SAP #SD
http://ow.ly/O02330gprKK ",819299358,9.27878E+17
Full Circle,0,0,819299358,1.51006E+12,"New role @FullCircleJobs : FC04146D-SAP K4/K5 FI Consultant (Contract) Johannesburg #SAP #FI
http://ow.ly/JFh830gprA4 ",819299358,9.27878E+17
STechies,1,0,60567472,1.51006E+12,"Difference between SAP_ALL and SAP_NEW

#SAP #BASIS #SAP_ALL #SAP_NEW #Difference...http://fb.me/EDcOfXWO ",60567472,9.27876E+17
sEnterpriseSoftware,0,0,1472146610,1.51006E+12,"Kostenloser Essential Guide In-Memory #Analytics mit #SAP #HANA: Die Power von Echtzeitanalysenhttp://bit.ly/2zkXC0E 

#SAPHANA #InMemorypic.twitter.com/sHOPLLoExo",1472146610,9.27876E+17
Jose A. Esparza,1,0,69678319,1.51006E+12,#Microsoft y #Softtek se unen para impulsar la #TransformaciónDigital en #Latam. Servicios en la nube y #SAP https://sft.tk/B1bGhAVC- ,69678319,9.27875E+17
Collabera UK,0,0,4516544353,1.51006E+12,"looking for #Korean speaker  #SAP 
you can work Remotely for this location.  
http://ow.ly/YA9N30gnl8T 
#London #hcm #languagelearning #Koreapic.twitter.com/BVooB6AMMS",4516544353,9.27874E+17
Diego Rodriguez,0,0,167067595,1.51006E+12,¿Serás vos? buscamos #AnalistaFuncional #SAP con 3 años de experiencia| Empresa privada de gas natural > https://goo.gl/uVfw1a ,167067595,9.27873E+17
aliantec,2,1,275157316,1.51006E+12,¿Serás vos? buscamos #AnalistaFuncional #SAP con 3 años de experiencia| Empresa privada de gas natural > https://goo.gl/uVfw1a ,275157316,9.27873E+17
Intralogistics,0,0,1396783886,1.51006E+12,#SAP https://twitter.com/foerdern_heben/status/927848778350125057 …,1396783886,9.27873E+17
stratesys,5,4,216072658,1.51006E+12,Esta mañana estamos en #BCN @santpaubcn con @SAPSpain y nuestro cliente #PUIG presentando su proyecto #LAB #SAP #BWHANA - #SAPAnalyticsForumpic.twitter.com/Oi4HTYWRVu,216072658,9.27873E+17
Kerry B.,0,1,4745342114,1.51006E+12,#SAP #CX Digitalist Flash Briefing: How IoT And Connected Vehicles Are Redefining Fleet Managementhttp://ow.ly/G0T750f2uDF ,4745342114,9.27872E+17
Sumit Sourav,1,0,122762707,1.51006E+12,"Why We Love SAP-Automatic Invoice Processing Systems (And You Should, Too!) #SAP #AIPShttps://twitter.com/souravsumit/status/927869070124470272 …",122762707,9.27872E+17
Phil Veal,0,0,3391955242,1.51006E+12,Two of my favorite things.  The #49ers have long teamed up with #SAP across various aspects of their franchise https://www.sap.com/about/customer-testimonials/sports-entertainment/san-francisco-49ers.html …pic.twitter.com/TI3YURPnng,3391955242,9.27872E+17
Luis Salvador ·,1,0,19287519,1.51006E+12,"Alert management in #solman #sap Focus Run Solution
The Solution from SAP for Services Providers, will be be that the future for #pcoe ?pic.twitter.com/zjL1DPmbsd",19287519,9.27871E+17
Charles Christian,0,0,50079237,1.51006E+12,Latest reader comment on @LegalITInsider: @NLawGlobal #SAP project & @RobotLawyerLISA both draw flack https://www.legaltechnology.com pic.twitter.com/1vpsQOWlfS,50079237,9.27871E+17
Phil Veal,0,0,3391955242,1.51006E+12,Two of my favorite things #SF49ers and #SAP Story https://www.sap.com/about/customer-testimonials/sports-entertainment/san-francisco-49ers.html?source=social-atw-twitter …,3391955242,9.2787E+17
IT Connection,1,0,181151477,1.51006E+12,Wie man die „IT der zwei Geschwindigkeiten“ im Unternehmen realisieren kann #Webcast Aufz: # http://w.idg.de/2iJK8Qe  #SAP,181151477,9.2787E+17
ThomasSAPlearn,0,0,9590052,1.51006E+12,SAP Learning Hub News – November 2017 Update https://blogs.sap.com/2017/11/07/sap-learning-hub-news-november-2017-update/ … #sap #sapeducation,9590052,9.27869E+17
SAP Ireland,2,0,982511647,1.51006E+12,OEM #Commercial #Business Champion/Revenue Recognit... at #SAP (#DublinDIE) #job https://workfor.us/lifeatsap/4ro45  #JobsatSAPpic.twitter.com/7d8WniKDXr,982511647,9.27869E+17
Free Dom Services,3,3,328053731,1.51006E+12,Rencontrez-nous au Salon des Services à la Personne à Paris le 14 et 15 novembre : http://ow.ly/fBHU30gdown  #salon #sap #services #àdomicilepic.twitter.com/KYbJS8vepS,328053731,9.27868E+17
HO2 Systemberatung,0,0,389970729,1.51006E+12,"Consultant #SAP #HANA Development & Technology (m/w) gesucht!
Mehr Infos & Bewerben unter:
http://smrtr.io/iFm02A 
#ITJobs #SAPJobs #Ho2pic.twitter.com/Arr9N3FPSm",389970729,9.27868E+17
Wayne Haw,1,0,128675210,1.51006E+12,"More than 1,000 companies are now live on SAP #S4HANA. #Daimler #SAP http://bit.ly/2zoXIDO pic.twitter.com/XeRLGQqi3i",128675210,9.27868E+17
SAP Online,1,0,9.08242E+17,1.51006E+12,"SAP SD for Beginners - Your Guide to SAP ERP Top SAP Module
☞ http://on.learn4startup.com/SylBAjlTRZ 
#SAP
rkbHCsxa0W pic.twitter.com/fl5ra3nc6V",9.08242E+17,9.27867E+17
Fullstop Recruitment,0,0,2696005321,1.51006E+12,"""Exclusive: Avast Owners Hire Rothschild for $4 Billion Software IPO-Sources"" by REUTERS via NYT http://ift.tt/2zkjFVg  #SAP",2696005321,9.27867E+17
K2 Partnering,0,0,44115700,1.51006E+12,#EY offering achieves certified integration with #SAP #Cloud Platform running on #SAPHANAhttps://buff.ly/2y8Kfwv ,44115700,9.27866E+17
newjob,0,0,87893817,1.51006E+12,"#SAP #Consultant (m/w) Controlling in #Dortmund / bundesweit gesucht von @Aareon AG 
http://www.newjob.de/stellenanzeigen/sap-consultant-controlling.9076.php …
#Jobspic.twitter.com/PHn8JqwjlE",87893817,9.27865E+17
SAP Learning,0,0,9.08241E+17,1.51006E+12,"SAP WM Warehouse Management
☞ http://on.learn4startup.com/ByWpogTAz 
#SAP
H1gW6ixTCb pic.twitter.com/fSrnrjQAoA",9.08241E+17,9.27865E+17
newjob,0,0,87893817,1.51006E+12,"#SAP #Rollout #Manager with focus on VACO / KMAT in #München gesucht von @Giesecke_Devrient Mobile Security GmbH
http://www.newjob.de/stellenanzeigen/sap-rollout-manager-vaco-kmat.9096.php …",87893817,9.27865E+17
Basis Technologies,0,0,196583658,1.51006E+12,Watch this on demand webinar by @JamesRoberts177  to learn how to get started with #DevOps for #SAP in 10 steps! http://ow.ly/RLPP30dV60e pic.twitter.com/oOmPpMzec9,196583658,9.27865E+17
Hicron,0,0,2977741060,1.51005E+12,Już za dwa dni będziemy gościć na #SAP Digital Finance Forum - zapraszamy do naszego stoiska! https://buff.ly/2yqUErE  #SAPFinanceForum #SAP pic.twitter.com/xwK2u06CVS,2977741060,9.27863E+17
Tanja Rueckert,9,4,526174872,1.51005E+12,"Honored be back #SAP labs China Co-innovation day, many customers & partners, in the mid of many talented colleagues driving new innovations pic.twitter.com/nhHin4CZmd",526174872,9.27863E+17
NSC حلول الوطن,0,0,4748018421,1.51005E+12,"حلول الوطن توفر كافة الحلول والخدمات الاحترافية لنمو أعمالك ، وتحقيق النجاح المستمر
#SAP #ERP #BI #SAPBusinessOne #HANA #KSA #Fioripic.twitter.com/igIpPUfeFo",4748018421,9.27863E+17
Fullstop Recruitment,1,0,2696005321,1.51005E+12,"""Exclusive-Avast Owners Hire Rothschild for $4 Billion Software IPO: Sources"" by REUTERS via NYT http://ift.tt/2hi4419  #SAP",2696005321,9.27863E+17
Triangol #Emprende,0,0,4866853695,1.51005E+12,"#Emprender INCLUSIÓN: #Microsoft, #SAP y #JPMorgan contratan colaboradores con #autismo http://dlvr.it/PzgLMX pic.twitter.com/f9yrMKKAod",4866853695,9.27863E+17
Tania Al Semaani,0,1,276464789,1.51005E+12,"Solution #Sales Expert, LOB, #Finance Job at #SAP in #DubaiDUAE #job https://workfor.us/lifeatsap/ho0ru  #JobsatSAPpic.twitter.com/eHLYA05Xmr",276464789,9.27863E+17
Absoft Limited,2,0,209022551,1.51005E+12,Today we are exhibiting at the Public Sector Enterprise ICT in London! Come visit the team on stand 26! @WhitehallMedia #wmpsict #SAP pic.twitter.com/AytrT74ey2,209022551,9.27862E+17
stephen green,3,0,127480122,1.51005E+12,@ddp_wp sharing the @DiDataMEA solutions for RPA for #SAP systems #KDS2017pic.twitter.com/J85ci3WGSx,127480122,9.27862E+17
ERPScan,3,0,196691611,1.51005E+12,Don't get lost! Define the main #SAP terms https://erpscan.com/press-center/blog/sap-security-for-cisos-part-two-beginners-introduction-to-sap/ …pic.twitter.com/OjIrZrl8Fi,196691611,9.27862E+17
SAP Program,0,0,9.08243E+17,1.51005E+12,"SAP Financial Accounting and Controlling Super User Training
☞ http://on.learn4startup.com/HJBqqxp0W 
#SAP
rker55e6RZ pic.twitter.com/qVUVxAaWu4",9.08243E+17,9.27862E+17
Phil Veal,0,0,3391955242,1.51005E+12,"I'm looking to expand my network and connect with #SAP enthusiasts, love to put back to the #community by sharing #SAPBI and #HANA contentpic.twitter.com/KFpg2nQOzt",3391955242,9.27862E+17
sap courses,0,0,9.08264E+17,1.51005E+12,"SAP Materials Management Course - Your Guide to SAP ERP
☞ http://on.learn4startup.com/BJsroxpAb 
#sap
rksrjxT0Z pic.twitter.com/wJrRCkopPL",9.08264E+17,9.27861E+17
BMRTurkey,1,1,1018213212,1.51005E+12,SAP Forum İstanbul etkinliğinde BMR Türkiye standına yoğun ilgi... @NECEnterprise #sapforum #sap #nechttp://tele.com.tr/index.php/2017/11/06/sap-forum-istanbul-etkinliginde-bmr-turkiye-standina-yogun-ilgi/ …,1018213212,9.27861E+17
