,favorites,created_at,retweets,text
7945,4,2014-12-18 19:10:00,11,Will HR swallowed 2015? expert predictions. #runsimple -
7946,4,2014-12-18 05:16:40,2,Imagine #futureofwork budgets could set salaryhttp://
7947,7,2014-12-18 02:30:00,4,"Imagine huge, complex org charge. How work?"
7948,3,2014-12-17 23:43:20,3,Rewards Pains: User Research Brazil. overcoming objections #UX research.
7949,2,2014-12-17 23:43:20,3,All access: Experience benefits #predictiveanalytics enterprise-wide. more:
7950,3,2014-12-17 23:43:20,5,"Did 67,000 internal cloud users? CIO Helen Arnold #ITandMehttp://"
7951,0,2014-12-17 23:43:20,4,"Did 67,000 internal cloud users? CIO Helen Arnold #ITandMehttp://"
7952,0,2014-12-17 23:43:20,0,"Did 67,000 internal cloud users? CIO Helen Arnold #ITandMe"
7953,9,2014-12-17 20:56:40,14,Self-driving office: break it?
7954,35,2014-12-17 18:10:00,15,"Customers want simplicity & convenience. Shell, Volkswagon & partnered deliver. #runsimple -"
7955,6,2014-12-17 07:03:20,13,New developer features HANA SPS 09 -
7956,4,2014-12-17 07:03:20,11,German health insurance provider AOK prescribes HANA improve patient care
7957,7,2014-12-17 04:16:40,3,Employees aren't learning enough -
7958,17,2014-12-17 04:16:40,15,What experts predicting HR professionals 2015? & #runsimple -
7959,2,2014-12-17 01:30:00,1,Solution eternal challenge every CIO: collective insight #analytics
7960,3,2014-12-17 01:30:00,11,Businesses weigh #predictiveanalytics. say:
7961,5,2014-12-17 01:30:00,1,.@DiscountTire keeps rolling: With Design Thinking office inspired SAP: #UX
7962,2,2014-12-16 22:43:20,4,Do organizations without hierarchy really work? SAP's Dan Wellers says yes -
7963,3,2014-12-16 22:43:20,8,You won't recognize vending machines years -
7964,2,2014-12-16 22:43:20,5,How firms using #SAPHANA speed #analytics? dpoisson explains page 8 #ITandMehttp://
7965,2,2014-12-16 22:43:20,4,The future success free? possible -
7966,5,2014-12-16 19:56:40,6,Hasso Plattner explains think like start-up -
7967,0,2014-12-16 17:10:00,2,Great talk SirousKavehercy importance cultural context comes Big Data #SAPNL
7968,44,2014-12-15 21:43:20,20,"From complex web customer touchpoints, simple insights. #runsimple -"
7969,8,2014-12-15 21:43:20,4,The Girl Scouts USA Redefining ‘Digital Cookie’
7970,0,2014-12-15 21:43:20,2,Don't miss presentation timoelliott #BigData Inspiration Day #SAPNL
7971,0,2014-12-15 18:56:40,0,transforming real businesses. #ITandMe Issue 2!
7972,2,2014-12-15 18:56:40,4,transforming real businesses. #ITandMe Issue 2!
7973,0,2014-12-15 18:56:40,1,transforming real businesses. #ITandMe Issue 2!
7974,7,2014-12-14 01:16:40,13,leverage Internet Things? Understand technological human meet & #runsimple -
7975,5,2014-12-13 05:50:00,6,The primary source BI technology? People. Start empowering them: #ITinsight
7976,5,2014-12-13 00:16:40,4,Profit margin managing complexity Networked Economy? 25-100% increase
7977,9,2014-12-12 21:30:00,8,There high costs associated bad hire. investing #HR analytics may help. #FutureOfWork
7978,5,2014-12-12 21:30:00,6,Use #predictiveanalytics trace patterns customer behavior. more:
7979,1,2014-12-12 21:30:00,5,networks helping connect collaborate simplest possible way. #runsimple
7980,3,2014-12-12 21:30:00,4,Join conversation! November Highlights User Experience Community: #UX
7981,2,2014-12-12 18:43:20,1,From simplifying sales pipeline forecasting headcount – read #ITandMe discover uses analytics
7982,1,2014-12-12 18:43:20,0,From simplifying sales pipeline forecasting headcount – read #ITandMe discover uses analyticshttp://
7983,1,2014-12-12 18:43:20,0,From simplifying sales pipeline forecasting headcount – read #ITandMe discover uses analytics
7984,0,2014-12-12 15:56:40,1,"""We treat data product"" rcfaris #BigData Inspiration Day #SAPNL"
7985,6,2014-12-12 10:23:20,4,41% mature #BI orgs deliver #BI mobile devices compared 16% immature #BI orgshttp://
7986,3,2014-12-12 04:50:00,8,What happens 30 million applications connect infrastructure? #runsimple -
7987,1,2014-12-12 04:50:00,2,Europe's Big Data? IDC's alyswoodward say #SAPNLhttp://
7988,8,2014-12-12 04:50:00,12,made Top 10 CareerBliss Top 50 Happiest Companies America -
7989,0,2014-12-12 04:50:00,7,10 Data Geek finalists & vote favorite! #
7990,5,2014-12-12 02:03:20,5,Thinking like start-up may able -
7991,2,2014-12-12 02:03:20,4,Optimize biz performance based data-driven results: #ITinsight
7992,5,2014-12-11 23:16:40,4,"To analytics work, data. Build effective #HR Analytics function 3 steps #FutureOfWork"
7993,2,2014-12-11 23:16:40,4,"SAP's head brand journalism TClark01 share's thoughts ""The War Authenticity"" -"
7994,4,2014-12-11 20:30:00,8,Simplified analysis means better decisions. #runsimple -
7995,5,2014-12-11 20:30:00,3,It's beauty. UX drive significant impact productivity. #SAPtd interview:
7996,4,2014-12-11 20:30:00,4,"“Not faster, better & entirely ways.” networks simplify resource management. #runsimple -"
7997,0,2014-12-11 17:43:20,0,future business. #ITandMe article smart glasses -
7998,0,2014-12-11 17:43:20,0,future business. #ITandMe article smart glasses -
7999,0,2014-12-11 17:43:20,0,future business. #ITandMe article smart glasses -
8000,4,2014-12-11 06:36:40,5,How sell software solution salespeople? -
8001,1,2014-12-11 06:36:40,5,Is #data hiding dark? Seek out:
8002,1,2014-12-11 03:50:00,2,The face sales enablement part 3 -
8003,29,2014-12-11 03:50:00,15,Today’s smart businesses laying groundwork Internet Things. how. #runsimple -
8004,2,2014-12-11 01:03:20,4,"How simplify decision making create opportunities, miss them? out. #runsimple -"
8005,0,2014-12-11 01:03:20,2,"Need gift ideas holiday season? Here ""top tech-toy"" suggestions -"
8006,3,2014-12-11 01:03:20,4,receives Honourable Mention DME_Award! more: #UX
8007,2,2014-12-11 01:03:20,3,Accelerate potential tips unlocking data insights: #BigData
8008,0,2014-12-10 22:16:40,1,How McLarenF1 using stay innovative? CIO interview page 5 #ITandMe
8009,0,2014-12-10 22:16:40,2,How McLarenF1 using stay innovative? CIO interview page 5 #ITandMehttp://
8010,0,2014-12-10 22:16:40,0,How McLarenF1 using stay innovative? CIO interview page 5 #ITandMe
8011,4,2014-12-10 22:16:40,4,What impact big data government performance? -
8012,2,2014-12-10 22:16:40,3,"Fashion Management ""Well-Suited"" many industries -"
8013,1,2014-12-10 19:30:00,0,At Big Data Inspiration Day shri2201 gave inspiring examples inventive data #SAPNL
8014,1,2014-12-10 02:50:00,2,.@IDC releases 2015 market predictions -
8015,1,2014-12-10 02:50:00,4,What accounts payable MIT Football playbook? -
8016,7,2014-12-10 02:50:00,16,How Hallmark creating demand-driven supply chain support personalization.
8017,11,2014-12-10 00:03:20,2,co-innovates customers partners build better solutions: #UX
8018,5,2014-12-10 00:03:20,5,10 Holiday Gift Ideas Make You Look Cool: dave_hutchisonpic
8019,4,2014-12-10 00:03:20,4,Businesses focus pattern identification customer retention #data initiatives. more:
8020,2,2014-12-09 21:16:40,3,Kick start organization holiday shopping season -
8021,0,2014-12-09 21:16:40,0,"Hear latest stories, told people them. #ITandMe e-zine (issue 2)"
8022,1,2014-12-09 21:16:40,1,"Hear latest stories, told people them. #ITandMe e-zine (issue 2)"
8023,0,2014-12-09 21:16:40,0,"Hear latest stories, told people them. #ITandMe e-zine (issue 2)"
8024,2,2014-12-09 21:16:40,7,8 questions answer creating next year's strategy -
8025,24,2014-12-09 18:30:00,12,decision making complex – be? #runsimple.
8026,2,2014-12-09 18:30:00,0,Comparing innovation climbing Mount Everest msevillatweets inspiration #SAPNL
8027,3,2014-12-09 04:36:40,9,#predictiveanalytics changes data game:
8028,4,2014-12-09 04:36:40,5,How Networked Economy helping busy parents like yourself? More CMDonato #
8029,1,2014-12-09 01:50:00,5,30 minutes remote usability test session begins - do? checklist: #UX
8030,4,2014-12-08 23:03:20,6,"Santa leveraging #NetworkedEconomy years, shouldn't you?"
8031,2,2014-12-08 23:03:20,0,presentation leedittmar #BigData Inspiration Day #SAPNL
8032,45,2014-12-08 23:03:20,26,Networks next wave innovation resource management. why. - #runsimple
8033,3,2014-12-08 23:03:20,7,"What collective insight? Just ask Cisco, Lenova, Vodafone, eBay, The City Boston: #ITinsight"
8034,0,2014-12-08 23:03:20,0,The issue #ITandMe e-zine now! here:
8035,0,2014-12-08 23:03:20,0,The issue #ITandMe e-zine now! here:
8036,0,2014-12-08 23:03:20,1,The issue #ITandMe e-zine now! here:
8037,6,2014-12-08 06:23:20,13,What happens disruptive force reshaping economy? Companies #runsimple -
8038,5,2014-12-06 15:30:00,15,Hyperconnected cars networked economy provide opportunity #runsimple -
8039,2,2014-12-06 01:36:40,4,It's last chance free #DataGeek shirt! Join 23:59 PST
8040,5,2014-12-06 01:36:40,8,Analytics isn't data scientists engineers. data empowerment: #predictiveanalytics
8041,2,2014-12-05 22:50:00,2,Why deepwater oil drillers face challenges outer space
8042,32,2014-12-05 20:03:20,40,.@Concur part SAP. Discover fueling next wave productivity. #runsimple
8043,6,2014-12-05 20:03:20,21,"Save date #SAPPHIRENOW #ASUG Annual Conference: May 5-7, 2015"
8044,8,2014-12-05 17:16:40,18,#BigData doesn't mean big problems. Make data strategic asset:
8045,12,2014-12-05 17:16:40,20,How support United Launch Alliance's mission success #
8046,6,2014-12-05 17:16:40,9,What happens 100-year old replaces 42 HR systems single cloud solution? #runsimple -
8047,9,2014-12-05 08:56:40,9,Duke Athletics taking Men’s Basketball data next level HANAhttp://
8048,4,2014-12-05 06:10:00,11,What’s like head IT multibillion dollar company? SAP’s CIO Helen Arnold tells #ITandMehttp://
8049,7,2014-12-05 06:10:00,7,transforming Big Data:
8050,2,2014-12-05 03:23:20,4,What's automobile’s journey networked economy? <infographic> #runsimple -
8051,4,2014-12-05 03:23:20,5,Happy Birthday! SAPAppHaus celebrates first anniversary. A lot happened open house event: #SAPux
8052,12,2014-12-05 03:23:20,61,commerce easy personal commerce Concur part #
8053,6,2014-12-05 00:36:40,10,New Mission Mars. How United Launch Alliance Connected: #
8054,6,2014-12-05 00:36:40,6,"For port Hamburg, Internet Things longer science fiction -"
8055,2,2014-12-04 21:50:00,2,"Now deepen customer engagement, here's -"
8056,6,2014-12-04 21:50:00,10,Bangkok Airways dispels airline industry stereotypes putting customer satisfaction first
8057,3,2014-12-04 21:50:00,11,#bigdata helping fight disease -
8058,6,2014-12-04 19:03:20,10,.@MeganMeany sits millennial staffers BPIMedia discuss rise digital marketing -
8059,5,2014-12-04 19:03:20,12,One million measurements day. How tame much data #runsimple? -
8060,6,2014-12-04 02:23:20,5,[Video] The world changing: #UserExperience standard. more: #SAPux #UX
8061,7,2014-12-04 02:23:20,3,Use #SAPLumira travel smart! Data Geek entry analyzing flight delays. Submit
8062,10,2014-12-04 02:23:20,15,"Shell, Volkswagen, making lives easier busy parents like"
8063,0,2014-12-03 23:36:40,6,The #IoT Hamburg Port Authority: Reality Beats Guesswork #SAPtd
8064,5,2014-12-03 23:36:40,11,Don’t let #BigData overwhelm you. Condense it. Visualize it. Control it.
8065,2,2014-12-03 23:36:40,5,"As grows, engaging employees becomes complex. Timken Company runs simply #runsimple -"
8066,6,2014-12-03 18:03:20,15,Registration TechEd open
8067,0,2014-12-03 04:10:00,3,Online entrepreneurship going girlscouts cookies going it. -
8068,0,2014-12-03 04:10:00,2,"At core, collective insight means minds matter. more:"
8069,2,2014-12-03 01:23:20,5,give customers want. -
8070,7,2014-12-03 01:23:20,6,Replace inefficient spreadsheets agile trusted solution. Welcome Lumira
8071,0,2014-12-03 01:23:20,1,EricCunningham please visit information does.
8072,4,2014-12-03 01:23:20,4,Make data strategic asset optimize customer interactions: #predictiveanalytics
8073,3,2014-12-02 22:36:40,10,Create Lumira custom extension #dataviz win FitBit!
8074,5,2014-12-02 22:36:40,10,[Infographic] 79% boards think #internalaudit contributes significant value. #
8075,4,2014-12-02 22:36:40,13,13 scary statistics engagement -
8076,2,2014-12-02 19:50:00,2,"Food banks & software, two go together? -"
8077,130,2014-12-02 19:50:00,50,What happens cars become “the fourth screen”? automobile networked economy. #runsimple -
8078,5,2014-12-02 05:56:40,7,How Enter Data Geek III: Thrones Data Challenge #DataViz Deadline: Dec 5http://
8079,3,2014-12-02 03:10:00,4,".@Loudhouse reports sales, marketing, finance reap benefits #predictiveanalytics. more:"
8080,15,2014-12-02 03:10:00,15,named “Best Innovator 2014? “exceptional achievements three award categories.”
8081,10,2014-12-02 03:10:00,7,Helps Fight Ebola West Africa
8082,128,2014-12-02 00:23:20,48,"As world shifts atoms bits, #runsimple - ever. -"
8083,7,2014-12-02 00:23:20,18,CEO BillrMcDermott made challenge employees; simplify.
8084,5,2014-12-01 21:36:40,6,Information silos persist 45% data outside enterprise #BI
8085,4,2014-11-29 22:23:20,7,Is facing complex IT overhead? #runsimple in-memory computing. -
8086,8,2014-11-29 02:56:40,17,Leadership defined 3 categories. Details here: #
8087,7,2014-11-29 00:10:00,12,Why exchange collaboration important designers? more: #designthinking #SAPux SAP_Designs
8088,15,2014-11-29 00:10:00,24,Say goodbye complexity move forward #Simplification. #
8089,2,2014-11-28 21:23:20,0,"#Interstellar, #Analytics #Real-time. What´s opinion?"
8090,2,2014-11-28 21:23:20,2,"A modern #CFO financial expert, strategist, leader, communicator evangelist."
8091,1,2014-11-28 21:23:20,0,"The first #ITandMe e-zine out! Keep hottest topics around mobile, big data analytics much"
8092,3,2014-11-28 21:23:20,0,"The first #ITandMe e-zine out! Keep hottest topics around mobile, big data analytics much morehttp://"
8093,1,2014-11-28 21:23:20,0,"The first #ITandMe e-zine out! Keep hottest topics around mobile, big data analytics much"
8094,2,2014-11-28 18:36:40,4,The holidays complicated business. Deliver right product customer right #runsimple
8095,9,2014-11-28 18:36:40,13,The latest announcements #SAPtd Berlin
8096,3,2014-11-27 23:10:00,6,"This Black Friday, plan perfect gift customers? The answer simple. #runsimple -"
8097,1,2014-11-27 17:36:40,0,"Packed inspiration & innovation, #ITandMe e-zine latest HANA stories. Discover"
8098,1,2014-11-27 17:36:40,0,"Packed inspiration & innovation, #ITandMe e-zine latest HANA stories. Discover"
8099,1,2014-11-27 17:36:40,1,"Packed inspiration & innovation, #ITandMe e-zine latest HANA stories. Discover herehttp://"
8100,5,2014-11-27 03:43:20,9,Run Simple SAP. Hasso Plattner’s perspective. #runsimple -
8101,5,2014-11-27 00:56:40,10,[Video] Driving innovation design: HauserAndreas Peter Marburger Siemens interview. #SAPux #SAPtd
8102,1,2014-11-26 22:10:00,3,#SAPMPrize winner AlannaKrause discusses collaboration Disruptive Tool Entrepreneurs & more! recaphttp://
8103,4,2014-11-26 19:23:20,6,What fantasy football team made thankful? #100WhatIfs #
8104,0,2014-11-26 19:23:20,0,What's happening world #mobile? SAP's #ITandMe e-zine
8105,1,2014-11-26 19:23:20,2,What's happening world #mobile? SAP's #ITandMe e-zinehttp://
8106,0,2014-11-26 19:23:20,1,What's happening world #mobile? SAP's #ITandMe e-zinehttp://
8107,0,2014-11-26 16:36:40,0,What modern #CFO represent you? Financial expert? strategist? Leader? #runsimple
8108,7,2014-11-26 05:30:00,13,50 Shades AkzoNobel
8109,3,2014-11-26 02:43:20,9,What thankful fantasy football kicker? #100WhatIfs #
8110,3,2014-11-26 02:43:20,5,Collaboration networks bringing buyers sellers together like never -
8111,0,2014-11-26 02:43:20,4,5 Customer Service lessons learned Uber driver -
8112,2,2014-11-25 23:56:40,7,The nfl & US Congress team discuss big data analytics changing game football & government -
8113,4,2014-11-25 23:56:40,5,Is complexity limiting business? in- memory computing #runsimple -
8114,3,2014-11-25 23:56:40,4,10 ways small save money technologies -
8115,1,2014-11-25 21:10:00,1,Keep latest big data analytics stories first edition #ITandMe e-zine
8116,1,2014-11-25 21:10:00,1,Keep latest big data analytics stories first edition #ITandMe e-zinehttp://
8117,0,2014-11-25 21:10:00,0,Keep latest big data analytics stories first edition #ITandMe e-zine
8118,5,2014-11-25 21:10:00,8,The #IoT Hamburg Port Authority: Reality Beats Guesswork #SAPtd
8119,1,2014-11-25 21:10:00,1,"Transforming #procurement value generator, Royal DSM moving beyond savings:"
8120,0,2014-11-25 21:10:00,0,"Transforming #procurement value generator, Royal DSM moving beyond savings:"
8121,0,2014-11-25 21:10:00,0,"Transforming #procurement value generator, Royal DSM moving beyond savings:"
8122,1,2014-11-25 21:10:00,6,With release EHP's going find right innovations -
8123,0,2014-11-25 18:23:20,0,Mapping change become modern #CFO following innovations within #finance industry.
8124,6,2014-11-25 07:16:40,7,[Video] The Users Strike Back: The Force Behind New Experience HauserAndreas: #SAPux #SAPtd
8125,7,2014-11-25 04:30:00,22,There's magic cloud computing.
8126,13,2014-11-25 01:43:20,20,SAP’s focus Simple. Hasso Plattner’s perspective #runsimple -
8127,0,2014-11-25 01:43:20,0,"Inspiration, innovation, big data, multibillion dollar IT opportunity & much more. #ITandMe e-zine"
8128,1,2014-11-25 01:43:20,2,"Inspiration, innovation, big data, multibillion dollar IT opportunity & much more. #ITandMe e-zinehttp://"
8129,0,2014-11-25 01:43:20,0,"Inspiration, innovation, big data, multibillion dollar IT opportunity & much more. #ITandMe e-zine"
8130,1,2014-11-24 22:56:40,9,"Make #predictiveanalytics advantage, future. more: #realtimeanalytics #ITinsight"
8131,0,2014-11-24 22:56:40,8,"better serve customers? Get faster information, like Cisco did: #ITinsight"
8132,0,2014-11-24 20:10:00,4,Did align operations shed overhead action? more: #InnovateIThttp://
8133,0,2014-11-24 20:10:00,0,How prepare world exponentially advancing complexity? By running simple. #runsimple
8134,0,2014-11-24 17:23:20,0,och Pedab ingår distributionsavtal för den nordiska marknaden. Kolla videon!
8135,4,2014-11-23 21:56:40,17,61% standout CEOs want simplify organization. But how? Weigh survey & whartonknowshttp://
8136,3,2014-11-23 19:10:00,14,How Internet Things #runsimple? out. -
8137,15,2014-11-22 23:43:20,9,Using JavaScript Screen Personas 3.0 intimidating. #UX #Innovation: #SAPux
8138,5,2014-11-22 18:10:00,11,Did know? 40% world’s population connected Internet. Welcome #Hyperconnected Economy
8139,5,2014-11-22 04:16:40,10,How embracing #businessnetworks commerce 'simpler?'
8140,2,2014-11-22 04:16:40,8,unlock potential Big Data gain competitive advantage: #predictiveanalytics #ITinsight
8141,3,2014-11-22 01:30:00,0,What role #procurement play procuring future external workforce
8142,0,2014-11-22 01:30:00,0,What role #procurement play procuring future external workforce
8143,2,2014-11-22 01:30:00,10,[Video] How Networked Economy solving issues healthcare energy? #
8144,3,2014-11-21 22:43:20,5,Implement #analytics across biz. Top tips #SAP leaders: #ITinsight #SAPRunsSAP
8145,2,2014-11-21 22:43:20,4,What could real-time visibility manufacturing ops? #runsimple -
8146,0,2014-11-21 19:56:40,0,Don't miss facts connect personal professional lives Manik Narayan Saha
8147,2,2014-11-21 19:56:40,0,Don't miss facts connect personal professional lives Manik Narayan Sahahttp://
8148,0,2014-11-21 19:56:40,0,Don't miss facts connect personal professional lives Manik Narayan Saha
8149,3,2014-11-21 19:56:40,8,What high performers want work? Angler HarvardBiz & retain talent:
8150,2,2014-11-21 06:03:20,7,Accelerate potential strategies unlocking data insights: #ITinsight
8151,2,2014-11-21 03:16:40,12,Defeat Dark Data Walkers #ThronesofData #SAPLumira. Join & get free shirt!
8152,7,2014-11-21 03:16:40,11,Announcement: Infosys goes w/ #SAPHANA & renew whole #UX w/ Fiorihttp://
8153,11,2014-11-21 03:16:40,10,"When comes business, #storytelling fairy tale"
8154,2,2014-11-21 00:30:00,1,Instant access decades Duke basketball tradition. What better Blue Devil fan #runsimple? -
8155,3,2014-11-21 00:30:00,6,"Millennial myths debunked much weeks ""The Spin"" MeganMeany -"
8156,5,2014-11-21 00:30:00,5,Real-time technologies enabling transformation. how: #RealTimeBiz
8157,1,2014-11-20 21:43:20,3,The premise collective insight? The power data interconnectivity. #analytics #ITinsighthttp://
8158,0,2014-11-20 21:43:20,0,SAPs CIO Asia Pacific & Japan shares insights shaped life
8159,0,2014-11-20 21:43:20,0,SAPs CIO Asia Pacific & Japan shares insights shaped lifehttp://
8160,0,2014-11-20 21:43:20,0,SAPs CIO Asia Pacific & Japan shares insights shaped life
8161,1,2014-11-20 21:43:20,5,"Why develop BI strategy? Increased user satisfaction, consistency & higher ROI. athttp://"
8162,2,2014-11-20 18:56:40,5,Join Future Of Work SMEs conversation BillRMcDermott morning 9:45amEST -
8163,6,2014-11-20 18:56:40,11,CEO BillRMcDermott shares key principles success SAP's brianmoran -
8164,2,2014-11-20 02:16:40,9,“Sense respond” doesn't anymore. Bring #BigData predict future: #analytics #ITinsight
8165,4,2014-11-19 20:43:20,4,OMG! Kids totally fun learning money skills #
8166,0,2014-11-19 20:43:20,2,"Get inside track leading multinational, multicultural IT team world's biggest B2B brands"
8167,0,2014-11-19 20:43:20,0,"Get inside track leading multinational, multicultural IT team world's biggest B2B brandshttp://"
8168,1,2014-11-19 20:43:20,1,"Get inside track leading multinational, multicultural IT team world's biggest B2B brands"
8169,2,2014-11-19 17:56:40,4,What #nextgen fantasy football data? ? #100WhatIfs #
8170,332,2014-11-19 17:56:40,63,How plan ever-changing market demand? in-memory helps manufacturing #runsimplehttp://
8171,4,2014-11-19 12:23:20,4,Your competitive advantage hiding plain sight. Get #data visibility: #predictiveanalytics #ITinsight
8172,3,2014-11-19 06:50:00,9,Are cloud mobility future managing China's changing workforce? #futureofwork
8173,1,2014-11-19 06:50:00,3,What player stats half story? #100WhatIfs #
8174,5,2014-11-19 06:50:00,12,named leader Gartner_inc Magic Quadrant International Retail Core Banking -
8175,6,2014-11-19 04:03:20,12,What 50 Billion connected things? ready #runsimple -
8176,12,2014-11-19 04:03:20,13,#SAPHANA monitor ebola crisis real-time -
8177,3,2014-11-19 01:16:40,1,Will automobile become 4th screen? -
8178,3,2014-11-19 01:16:40,3,"""The nature employment undergoing groundbreaking transformation."" -"
8179,4,2014-11-19 01:16:40,2,"""Subway quietly launched app let customers pay phone"" -"
8180,2,2014-11-18 22:30:00,10,How win talent management war skills shortage? -
8181,4,2014-11-18 22:30:00,8,6 ways #cloud improves connectivity -
8182,4,2014-11-18 19:43:20,6,Last week #SAPtd Berlin unveiled set solutions Internet Things -
8183,87,2014-11-18 19:43:20,26,Historic Blue Devil data plus HANA equals simple Duke fans. #runsimple -
8184,0,2014-11-18 16:56:40,0,Understand played part Germany's winning performance 2014 FIFA World Cup competition.
8185,0,2014-11-18 16:56:40,0,Understand played part Germany's winning performance 2014 FIFA World Cup competition.
8186,3,2014-11-18 16:56:40,4,Understand played part Germany's winning performance 2014 FIFA World Cup competition.
8187,4,2014-11-18 05:50:00,6,All hands deck: Put #predictiveanalytics hands users. how:
8188,6,2014-11-18 05:50:00,12,Is ready embrace hyperconnected economy? Latest TheEIU & #SAP #
